DENSITY,GLASNO,SIO2,AL2O3,B2O3,CAO,K2O,NA2O,Li2O,MgO,ZRO2,FemOn,"Somme (Si, B, Na, Ca, Al, Zr, K, Li, Mg, Fe)"
2.56,5556,67.33,0,0,13.03,0,19.64,0,0,0,0,100
2.65,5557,67.29,0,0,28.84,0,3.87,0,0,0,0,100
2.58,5558,66.98,0,0,15.57,0,17.45,0,0,0,0,100
2.65,5559,66.78,0,0,27.24,0,5.98,0,0,0,0,100
2.61,5560,66.77,0,0,20.79,0,12.44,0,0,0,0,100
2.54,5561,66.48,0,0,10.07,0,23.45,0,0,0,0,100
2.58,5562,66.4,0,0,14.91,0,18.69,0,0,0,0,100
2.59,5563,66.16,0,0,16.04,0,17.8,0,0,0,0,100
2.58,5564,65.99,0,0,15.06,0,18.95,0,0,0,0,100
2.58,5565,65.85,0,0,15,0,19.15,0,0,0,0,100
2.65,5566,65.65,0,0,25.28,0,9.07,0,0,0,0,100
2.5,5567,74.2,0,0,12.98,0,12.82,0,0,0,0,100
2.48,5568,74.18,0,0,7.34,0,18.48,0,0,0,0,100
2.46,5569,74.15,0,0,5.12,0,20.73,0,0,0,0,100
2.5,5570,74.1,0,0,12.02,0,13.88,0,0,0,0,100
2.5,5571,73.93,0,0,11.03,0,15.04,0,0,0,0,100
2.54,5572,73.64,0,0,19.04,0,7.32,0,0,0,0,100
2.51,5573,73.61,0,0,13.44,0,12.95,0,0,0,0,100
2.51,5574,73.57,0,0,13.13,0,13.3,0,0,0,0,100
2.5,5575,73.56,0,0,10.02,0,16.42,0,0,0,0,100
2.46,5576,73.45,0,0,3.07,0,23.48,0,0,0,0,100
2.47,5577,73.29,0,0,5,0,21.71,0,0,0,0,100
2.51,5578,73.17,0,0,13.02,0,13.81,0,0,0,0,100
2.47,5579,73.15,0,0,4.01,0,22.84,0,0,0,0,100
2.5,5580,73.08,0,0,9.01,0,17.91,0,0,0,0,100
2.54,5581,72.15,0,0,16.03,0,11.82,0,0,0,0,100
2.56,5582,72.06,0,0,19.02,0,8.92,0,0,0,0,100
2.49,5583,71.8,0,0,6.54,0,21.66,0,0,0,0,100
2.51,5584,71.38,0,0,10.1,0,18.52,0,0,0,0,100
2.49,5585,71.11,0,0,7.54,0,21.35,0,0,0,0,100
2.56,5586,71.07,0,0,18.02,0,10.91,0,0,0,0,100
2.59,5587,70.88,0,0,23.66,0,5.46,0,0,0,0,100
2.58,5588,70.7,0,0,20.19,0,9.11,0,0,0,0,100
2.49,5589,70.66,0,0,5.32,0,24.02,0,0,0,0,100
2.55,5590,70.56,0,0,15.66,0,13.78,0,0,0,0,100
2.54,5591,70.28,0,0,14.04,0,15.68,0,0,0,0,100
2.68,5592,55.36,0,0,21.14,0,23.5,0,0,0,0,100
2.77,5593,55.31,0,0,34.72,0,9.97,0,0,0,0,100
2.73,5594,55.28,0,0,28.31,0,16.41,0,0,0,0,100
2.61,5595,55.26,0,0,10.87,0,33.87,0,0,0,0,100
2.8,5596,55.12,0,0,38.75,0,6.13,0,0,0,0,100
2.81,5597,55.02,0,0,40.42,0,4.56,0,0,0,0,100
2.56,5598,54.73,0,0,3.33,0,41.94,0,0,0,0,100
2.58,5599,54.18,0,0,7.5,0,38.32,0,0,0,0,100
2.63,5600,53.96,0,0,14.71,0,31.33,0,0,0,0,100
2.7,5601,53.97,0,0,24.97,0,21.06,0,0,0,0,100
2.83,5602,53.52,0,0,42.04,0,4.44,0,0,0,0,100
2.83,5603,53.32,0,0,41.5,0,5.18,0,0,0,0,100
2.66,5604,53.27,0,0,18.29,0,28.44,0,0,0,0,100
2.6,5605,52.57,0,0,7.52,0,39.91,0,0,0,0,100
2.73,5606,52.1,0,0,27.1,0,20.8,0,0,0,0,100
2.66,5607,52.05,0,0,16.08,0,31.87,0,0,0,0,100
2.8,5608,51.79,0,0,37.98,0,10.23,0,0,0,0,100
2.8,5609,51.76,0,0,37.63,0,10.61,0,0,0,0,100
2.71,5610,51.56,0,0,24.95,0,23.49,0,0,0,0,100
2.76,5611,51.35,0,0,30.65,0,18,0,0,0,0,100
2.77,5612,51.19,0,0,34.13,0,14.68,0,0,0,0,100
2.82,5613,51.09,0,0,39.03,0,9.88,0,0,0,0,100
2.76,5614,50.97,0,0,31.65,0,17.38,0,0,0,0,100
2.64,5615,50.97,0,0,12.66,0,36.37,0,0,0,0,100
2.71,5616,50.91,0,0,25.1,0,23.99,0,0,0,0,100
2.59,5617,65.53,0,0,17.83,0,16.64,0,0,0,0,100
2.57,5618,65.11,0,0,13.09,0,21.8,0,0,0,0,100
2.64,5619,65.09,0,0,24.38,0,10.53,0,0,0,0,100
2.5,5620,64.78,0,0,2.4,0,32.82,0,0,0,0,100
2.51,5621,64.55,0,0,3.02,0,32.43,0,0,0,0,100
2.54,5622,64.47,0,0,8.33,0,27.2,0,0,0,0,100
2.63,5623,64.38,0,0,21.47,0,14.15,0,0,0,0,100
2.69,5624,63.27,0,0,28.51,0,8.22,0,0,0,0,100
2.71,5625,62.3,0,0,32.59,0,5.11,0,0,0,0,100
2.69,5626,62.11,0,0,28.18,0,9.71,0,0,0,0,100
2.57,5627,61.36,0,0,10.04,0,28.6,0,0,0,0,100
2.7,5628,61.12,0,0,28.46,0,10.42,0,0,0,0,100
2.72,5629,60.39,0,0,32.17,0,7.44,0,0,0,0,100
2.67,5630,60.15,0,0,23.04,0,16.81,0,0,0,0,100
2.65,5631,60.01,0,0,20,0,19.99,0,0,0,0,100
2.76,5632,59.29,0,0,35.7,0,5.01,0,0,0,0,100
2.56,5633,59.26,0,0,6.66,0,34.08,0,0,0,0,100
2.73,5634,58.89,0,0,31.14,0,9.97,0,0,0,0,100
2.61,5635,58.78,0,0,15,0,26.22,0,0,0,0,100
2.69,5636,58.62,0,0,24.24,0,17.14,0,0,0,0,100
2.62,5637,57.22,0,0,14.31,0,28.47,0,0,0,0,100
2.71,5638,57.14,0,0,27.07,0,15.79,0,0,0,0,100
2.58,5639,57.05,0,0,9.04,0,33.91,0,0,0,0,100
2.73,5640,56.8,0,0,29.4,0,13.8,0,0,0,0,100
2.66,5641,56.79,0,0,20.15,0,23.06,0,0,0,0,100
2.64,5642,50.88,0,0,11.68,0,37.44,0,0,0,0,100
2.76,5643,50.87,0,0,31.61,0,17.52,0,0,0,0,100
2.82,5644,50.76,0,0,39.64,0,9.6,0,0,0,0,100
2.74,5645,50.7,0,0,27.9,0,21.4,0,0,0,0,100
2.67,5646,50.55,0,0,15.98,0,33.47,0,0,0,0,100
2.69,5647,50.05,0,0,20.18,0,29.77,0,0,0,0,100
2.66,5648,50.04,0,0,15.54,0,34.42,0,0,0,0,100
2.71,5649,49.62,0,0,23.57,0,26.81,0,0,0,0,100
2.86,5650,49.26,0,0,45.44,0,5.3,0,0,0,0,100
2.71,5651,49.12,0,0,22.46,0,28.42,0,0,0,0,100
2.69,5652,49,0,0,21,0,30,0,0,0,0,100
2.85,5653,48.3,0,0,44.3,0,7.4,0,0,0,0,100
2.79,5654,47.48,0,0,35.54,0,16.98,0,0,0,0,100
2.65,5655,46.92,0,0,12.32,0,40.76,0,0,0,0,100
2.86,5656,46.86,0,0,45.16,0,7.98,0,0,0,0,100
2.68,5657,46.23,0,0,17.27,0,36.5,0,0,0,0,100
2.63,5658,46.18,0,0,9.05,0,44.77,0,0,0,0,100
2.64,5659,45.37,0,0,10.07,0,44.56,0,0,0,0,100
2.87,5660,45.35,0,0,45.38,0,9.27,0,0,0,0,100
2.83,5661,45.29,0,0,40.24,0,14.47,0,0,0,0,100
2.9,5662,45.15,0,0,50.06,0,4.79,0,0,0,0,100
2.7,5663,45.07,0,0,20.02,0,34.91,0,0,0,0,100
2.78,5664,44.9,0,0,32.5,0,22.6,0,0,0,0,100
2.8,5665,40.9,0,0,32.24,0,26.86,0,0,0,0,100
2.74,5666,37.66,0,0,23.43,0,38.91,0,0,0,0,100
2.36,5710,85.1,0,0,9.8,5.1,0,0,0,0,0,100
2.32,5711,82.5,0,0,0,17.5,0,0,0,0,0,100
2.37,5712,80,0,0,5,15,0,0,0,0,0,100
2.41,5713,79.3,0,0,9.1,11.6,0,0,0,0,0,100
2.41,5714,75.2,0,0,5,19.8,0,0,0,0,0,100
2.37,5715,75.2,0,0,0,24.8,0,0,0,0,0,100
2.38,5716,73.7,0,0,0,26.3,0,0,0,0,0,100
2.5,5717,72.6,0,0,16.9,10.5,0,0,0,0,0,100
2.44,5718,72.5,0,0,10.2,17.3,0,0,0,0,0,100
2.49,5719,72.4,0,0,15,12.6,0,0,0,0,0,100
2.47,5720,68.1,0,0,7.6,24.3,0,0,0,0,0,100
2.42,5721,67.9,0,0,0,32.1,0,0,0,0,0,100
2.42,5722,65.9,0,0,0,34.1,0,0,0,0,0,100
2.65,5723,65.7,0,0,30.4,3.9,0,0,0,0,0,100
2.42,5724,65.4,0,0,0,34.6,0,0,0,0,0,100
2.59,5725,65.1,0,0,24.4,10.5,0,0,0,0,0,100
2.58,5726,64.7,0,0,22.6,12.7,0,0,0,0,0,100
2.56,5727,63.6,0,0,19.8,16.6,0,0,0,0,0,100
2.49,5728,63.3,0,0,8.4,28.3,0,0,0,0,0,100
2.54,5729,62.5,0,0,15.4,22.1,0,0,0,0,0,100
2.56,5730,57.7,0,0,14.6,27.7,0,0,0,0,0,100
2.61,5731,57.7,0,0,22.3,20,0,0,0,0,0,100
2.5,5732,57,0,0,4.7,38.3,0,0,0,0,0,100
2.46,5733,56.7,0,0,0,43.3,0,0,0,0,0,100
2.68,5734,55.1,0,0,29.7,15.2,0,0,0,0,0,100
2.78,5735,54.8,0,0,39.9,5.3,0,0,0,0,0,100
2.59,5736,54.7,0,0,17,28.3,0,0,0,0,0,100
2.6,5737,50.4,0,0,15.6,34,0,0,0,0,0,100
2.79,5738,49.8,0,0,40.6,9.6,0,0,0,0,0,100
2.63,5739,49.7,0,0,19.7,30.6,0,0,0,0,0,100
2.54,5740,72.2,0,0,22.4,5.4,0,0,0,0,0,100
2.52,5741,71.8,0,0,19.8,8.4,0,0,0,0,0,100
2.4,5742,71.7,0,0,1,27.3,0,0,0,0,0,100
2.39,5743,71.7,0,0,0,28.3,0,0,0,0,0,100
2.39,5744,70.9,0,0,0,29.1,0,0,0,0,0,100
2.47,5745,70.7,0,0,11,18.3,0,0,0,0,0,100
2.47,5746,69.7,0,0,9.9,20.4,0,0,0,0,0,100
2.46,5747,69.5,0,0,8.1,22.4,0,0,0,0,0,100
2.48,5748,62.5,0,0,4.9,32.6,0,0,0,0,0,100
2.5,5749,61.6,0,0,7.7,30.7,0,0,0,0,0,100
2.5,5750,60.6,0,0,7.2,32.2,0,0,0,0,0,100
2.54,5751,60.5,0,0,14.1,25.4,0,0,0,0,0,100
2.55,5752,59.9,0,0,15.4,24.7,0,0,0,0,0,100
2.18,5753,59.7,0,0,31.7,8.6,0,0,0,0,0,100
2.51,5754,59.3,0,0,9.3,31.4,0,0,0,0,0,100
2.5,5755,58.5,0,0,7.2,34.3,0,0,0,0,0,100
2.68,5756,48.4,0,0,26.5,25.1,0,0,0,0,0,100
2.54,5757,48.2,0,0,5.8,46,0,0,0,0,0,100
2.66,5758,48.1,0,0,24.2,27.7,0,0,0,0,0,100
2.7,5759,46.7,0,0,29,24.3,0,0,0,0,0,100
2.65,5760,44.8,0,0,20.7,34.5,0,0,0,0,0,100
2.67,5761,43.7,0,0,23.5,32.8,0,0,0,0,0,100
2.8,5762,42.1,0,0,41.4,16.5,0,0,0,0,0,100
2.28,654,89.09,0,0,0,0,0,10.88,0,0,0,99.97
2.28,435090,89.05,0,0,0,0,0,10.87,0,0,0,99.92
2.38,655,79.74,0,0,0,0,20.23,0,0,0,0,99.97
2.39,435092,79.7,0,0,0,0,20.22,0,0,0,0,99.92
2.38,656,72.45,0,0,0,27.51,0,0,0,0,0,99.96
2.39,435094,72.41,0,0,0,27.5,0,0,0,0,0,99.91
2.49,5852,74.12,0,0,9.43,0,16.42,0,0,0,0,99.97
2.49,435096,74.09,0,0,9.42,0,16.42,0,0,0,0,99.93
2.33,10115,80.12,9.02,0,0,0,0,10.83,0,0,0,99.97
2.33,435098,80.08,9.02,0,0,0,0,10.83,0,0,0,99.93
2.41,5853,78.92,0,0,5.12,0,15.94,0,0,0,0,99.98
2.47,5854,76.33,0,0,11.04,0,12.61,0,0,0,0,99.98
2.6,5855,66.3,0,0,19.3,0,14.38,0,0,0,0,99.98
2.51,5856,74.64,0,0,14.43,0,10.91,0,0,0,0,99.98
2.49,5857,76.42,0,0,15.14,0,8.43,0,0,0,0,99.99
2.63,5858,66.98,0,0,24.99,0,8.02,0,0,0,0,99.99
2.59,5859,66,0,0,15.99,0,17.99,0,0,0,0,99.98
2.43,5882,74.41,0,0,0,0,25.58,0,0,0,0,99.99
2.43,5968,74.06,0.24,0,0.21,0,25.34,0,0,0,0.14,99.99
2.42,5969,74.41,2.72,0,0.08,0,22.71,0,0,0,0.07,99.99
2.42,5970,73.39,4.25,0,0.02,0,22.22,0,0,0,0.1,99.98
2.41,5971,72.25,6.86,0,0.12,0,20.67,0,0,0,0.08,99.98
2.41,5972,72.11,8.95,0,0.07,0,18.77,0,0,0,0.07,99.97
2.4,5973,72.36,10.72,0,0.21,0,16.63,0,0,0,0.07,99.99
2.4,5974,71.67,12.71,0,0.21,0,15.3,0,0,0,0.1,99.99
2.37,1787,74.06,0.24,0,0.21,0,25.34,0,0,0,0.14,99.99
2.42,5975,74.46,0.93,4.47,0.14,0,19.84,0,0,0,0.14,99.98
2.47,5976,71.71,1,8.29,0.1,0,18.8,0,0,0,0.08,99.98
2.49,5977,68.47,1.01,11.35,0.12,0,18.94,0,0,0,0.09,99.98
2.5,5978,64.69,0.71,14.44,0.13,0,19.94,0,0,0,0.05,99.96
2.51,5979,61.29,0.74,18.84,0.11,0,18.93,0,0,0,0.08,99.99
2.48,5980,49.97,0.77,28.78,0.07,0,20.33,0,0,0,0.04,99.96
2.45,5981,35.22,0.84,39.99,0.16,0,23.71,0,0,0,0.07,99.99
2.42,5982,32.18,0.83,43.63,0.21,0,23.04,0,0,0,0.06,99.95
2.41,5983,75.16,0.89,12.49,0.1,0,11.29,0,0,0,0.05,99.98
2.34,5984,70.58,0.81,18.66,0.09,0,9.76,0,0,0,0.06,99.96
2.32,5985,67.04,0.87,21.76,0.12,0,10.1,0,0,0,0.06,99.95
2.28,5986,61.91,0.83,25.8,0.13,0,11.18,0,0,0,0.1,99.95
2.26,5987,57.96,0.98,31.31,0.09,0,9.56,0,0,0,0.09,99.99
2.22,5988,52.25,0.89,36.27,0.1,0,10.36,0,0,0,0.11,99.98
2.2,5989,46.26,0.79,42.32,0.07,0,10.43,0,0,0,0.09,99.96
2.2,5990,41.33,0.8,46.12,0.13,0,11.5,0,0,0,0.1,99.98
2.28,4448,81.52,0,9.94,0,0,0,8.53,0,0,0,99.99
2.29,4449,76.7,0,14.81,0,0,0,8.47,0,0,0,99.98
2.29,4450,71.96,0,19.61,0,0,0,8.42,0,0,0,99.99
2.28,4451,62.65,0,29.03,0,0,0,8.3,0,0,0,99.98
2.26,4452,53.58,0,38.21,0,0,0,8.2,0,0,0,99.99
2.34,4454,76.22,0,10.39,0,0,0,13.38,0,0,0,99.99
2.32,4455,74.03,0,15.13,0,0,0,10.82,0,0,0,99.98
2.25,4456,70,0,23.85,0,0,0,6.14,0,0,0,99.99
2.16,4457,68.14,0,27.86,0,0,0,3.98,0,0,0,99.98
2.19,318,100,0,0,0,0,0,0,0,0,0,100
2.36,10038,81.95,0,0,0,0,18.05,0,0,0,0,100
2.41,10039,77.83,0,5.03,0,0,17.14,0,0,0,0,100
2.45,10040,73.75,0,10,0,0,16.25,0,0,0,0,100
2.46,10041,69.64,0,15.02,0,0,15.34,0,0,0,0,100
2.46,10042,65.77,0,19.74,0,0,14.49,0,0,0,0,100
2.41,10043,61.46,0,25,0,0,13.54,0,0,0,0,100
2.36,10044,57.37,0,29.98,0,0,12.65,0,0,0,0,100
2.3,10045,53.33,0,34.92,0,0,11.75,0,0,0,0,100
2.2,10046,45.07,0,44.99,0,0,9.94,0,0,0,0,100
2.51,10047,29.83,0,37.4,0,0,32.77,0,0,0,0,100
2.53,10048,35.38,0,34.5,0,0,30.12,0,0,0,0,100
2.54,10049,40.81,0,31.66,0,0,27.53,0,0,0,0,100
2.53,10050,46.27,0,28.8,0,0,24.93,0,0,0,0,100
2.53,10051,51.98,0,25.82,0,0,22.2,0,0,0,0,100
2.52,10052,57.48,0,22.94,0,0,19.58,0,0,0,0,100
2.49,10053,63.07,0,20.02,0,0,16.91,0,0,0,0,100
2.46,10054,68.32,0,17.27,0,0,14.41,0,0,0,0,100
2.37,10055,79.64,0,11.35,0,0,9.01,0,0,0,0,100
2.24,10141,80.53,0,13.62,0,0,0,5.84,0,0,0,99.99
2.24,10142,78.36,0,15.13,0,0,0,6.49,0,0,0,99.98
2.25,10143,77.46,0,15.76,0,0,0,6.76,0,0,0,99.98
2.27,10144,73.8,0,18.32,0,0,0,7.86,0,0,0,99.98
2.29,10145,70.65,0,20.52,0,0,0,8.81,0,0,0,99.98
2.29,10146,69.72,0,21.18,0,0,0,9.09,0,0,0,99.99
2.29,10147,69.16,0,21.57,0,0,0,9.26,0,0,0,99.99
2.3,10148,67.84,0,22.49,0,0,0,9.65,0,0,0,99.98
2.32,10149,66.33,0,23.55,0,0,0,10.1,0,0,0,99.98
2.32,10150,64.43,0,24.88,0,0,0,10.68,0,0,0,99.99
2.31,10151,62.51,0,26.22,0,0,0,11.25,0,0,0,99.98
2.34,10152,60.58,0,27.57,0,0,0,11.83,0,0,0,99.98
2.35,10153,59.61,0,28.25,0,0,0,12.12,0,0,0,99.98
2.34,10154,58.63,0,28.93,0,0,0,12.42,0,0,0,99.98
2.35,10155,56.67,0,30.31,0,0,0,13,0,0,0,99.98
2.37,10156,54.7,0,31.69,0,0,0,13.6,0,0,0,99.99
2.4,10157,44.6,0,38.76,0,0,0,16.63,0,0,0,99.99
2.38,10158,37.72,0,43.57,0,0,0,18.7,0,0,0,99.99
2.36,10159,34.1,0,46.1,0,0,0,19.78,0,0,0,99.98
2.31,10160,23.19,0,53.74,0,0,0,23.06,0,0,0,99.99
2.35,10161,80.1,0,0,0,0,0,19.89,0,0,0,99.99
2.37,10162,74.59,0,6.82,0,0,0,18.57,0,0,0,99.98
2.39,10163,69.35,0,13.39,0,0,0,17.24,0,0,0,99.98
2.38,10164,64.31,0,19.71,0,0,0,15.96,0,0,0,99.98
2.37,10165,63.3,0,20.95,0,0,0,15.74,0,0,0,99.99
2.38,10166,61.12,0,23.65,0,0,0,15.22,0,0,0,99.99
2.37,10167,59.38,0,25.82,0,0,0,14.79,0,0,0,99.99
2.37,10168,57.79,0,27.83,0,0,0,14.37,0,0,0,99.99
2.36,10169,56.09,0,29.95,0,0,0,13.94,0,0,0,99.98
2.36,10170,52.38,0,34.56,0,0,0,13.05,0,0,0,99.99
2.33,10171,50.18,0,37.35,0,0,0,12.45,0,0,0,99.98
2.32,10172,47.27,0,40.99,0,0,0,11.72,0,0,0,99.98
2.28,10173,41.53,0,48.13,0,0,0,10.32,0,0,0,99.98
2.29,10174,85.4,0,3.95,0,0,0,10.63,0,0,0,99.98
2.3,10175,83.29,0,6.34,0,0,0,10.35,0,0,0,99.98
2.3,10176,81.87,0,7.96,0,0,0,10.15,0,0,0,99.98
2.3,10177,78.76,0,11.42,0,0,0,9.8,0,0,0,99.98
2.3,10178,77.8,0,12.52,0,0,0,9.67,0,0,0,99.99
2.31,10179,75.89,0,14.69,0,0,0,9.4,0,0,0,99.98
2.28,10180,75.11,0,15.54,0,0,0,9.33,0,0,0,99.98
2.29,10181,73.23,0,17.68,0,0,0,9.07,0,0,0,99.98
2.29,10182,72.46,0,18.52,0,0,0,9,0,0,0,99.98
2.28,10183,71.03,0,20.26,0,0,0,8.69,0,0,0,99.98
2.28,10184,67.27,0,24.36,0,0,0,8.36,0,0,0,99.99
2.27,10185,65.74,0,26.08,0,0,0,8.17,0,0,0,99.99
2.28,10186,64.11,0,27.9,0,0,0,7.98,0,0,0,99.99
2.27,10187,62.22,0,30.04,0,0,0,7.73,0,0,0,99.99
2.25,10188,58.65,0,34.04,0,0,0,7.3,0,0,0,99.99
2.25,10189,57.3,0,35.57,0,0,0,7.12,0,0,0,99.99
2.25,10190,54.15,0,39.13,0,0,0,6.7,0,0,0,99.98
2.18,10191,47.84,0,46.2,0,0,0,5.94,0,0,0,99.98
2.13,10192,38.86,0,56.29,0,0,0,4.83,0,0,0,99.98
2.24,10193,75.31,0,18.1,0,0,0,6.57,0,0,0,99.98
2.24,10194,74.44,0,19.03,0,0,0,6.51,0,0,0,99.98
2.24,10195,72.44,0,21.22,0,0,0,6.33,0,0,0,99.99
2.24,10196,70,0,23.85,0,0,0,6.14,0,0,0,99.99
2.23,10197,68.37,0,25.65,0,0,0,5.96,0,0,0,99.98
2.22,10198,66.42,0,27.78,0,0,0,5.78,0,0,0,99.98
2.23,10199,64.87,0,29.45,0,0,0,5.66,0,0,0,99.98
2.2,10200,62.36,0,32.2,0,0,0,5.42,0,0,0,99.98
2.21,10201,60.47,0,34.27,0,0,0,5.25,0,0,0,99.99
2.2,10202,59.87,0,34.92,0,0,0,5.19,0,0,0,99.98
2.19,10203,56.55,0,38.48,0,0,0,4.96,0,0,0,99.99
2.4,10204,49.7,0,35.19,0,0,0,15.1,0,0,0,99.99
2.43,10207,72.96,4.95,0,0,0,22.07,0,0,0,0,99.98
2.37,10208,68.74,19.44,0,0,0,11.81,0,0,0,0,99.99
2.43,10209,63.63,15.76,0,0,0,20.6,0,0,0,0,99.99
2.48,10210,61.93,11.99,0,0,0,26.06,0,0,0,0,99.98
2.5,10211,54.46,28.32,0,0,0,17.21,0,0,0,0,99.99
2.52,10212,46.63,22.83,0,0,0,30.53,0,0,0,0,99.99
2.56,10213,38.46,22.77,0,0,0,38.75,0,0,0,0,99.98
2.44,10214,74.5,9.72,0,0,0,15.76,0,0,0,0,99.98
2.38,10218,68.74,19.44,0,0,0,11.82,0,0,0,0,100
2.37,10219,64.76,18.32,0,0,16.92,0,0,0,0,0,100
2.69,10637,43.19,36.65,0,20.16,0,0,0,0,0,0,100
2.5,10220,61.06,0,0,0,0,38.93,0,0,0,0,99.99
2.5,10221,60.86,1.66,0,0,0,37.46,0,0,0,0,99.98
2.49,10222,59.67,7.01,0,0,0,33.3,0,0,0,0,99.98
2.48,10223,57.93,12.28,0,0,0,29.78,0,0,0,0,99.99
2.48,10224,57.65,15.43,0,0,0,26.9,0,0,0,0,99.98
2.47,10225,56.01,22.61,0,0,0,21.36,0,0,0,0,99.98
2.47,10226,56.99,24.97,0,0,0,18.03,0,0,0,0,99.99
2.46,10227,55.98,26.86,0,0,0,17.15,0,0,0,0,99.99
2.46,10228,56.36,27.13,0,0,0,16.49,0,0,0,0,99.98
2.46,10229,53.57,30.54,0,0,0,15.87,0,0,0,0,99.98
2.46,10230,52.51,33.49,0,0,0,13.98,0,0,0,0,99.98
2.45,10231,51.69,36.24,0,0,0,12.06,0,0,0,0,99.99
2.64,10280,49.2,0,0,0,0,50.8,0,0,0,0,100
2.51,10284,66,0,0,0,0,34,0,0,0,0,100
2.4,10290,76.3,0,0,0,0,23.7,0,0,0,0,100
2.3,9696,82.4,0,0,0,0,0,17.6,0,0,0,100
2.29,9697,81,0,0,0,0,0,19,0,0,0,100
2.27,9698,80,0,0,0,0,0,20,0,0,0,100
2.27,9699,78,0,0,0,0,0,22,0,0,0,100
2.39,10302,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.46,10311,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.54,10337,70.83,0,0,0,0,19.48,0,0,9.68,0,99.99
2.69,10338,62.98,0,0,0,0,18.56,0,0,18.45,0,99.99
2.87,10339,55.84,0,0,0,0,17.72,0,0,26.42,0,99.98
2.62,10340,61.2,0,0,0,0,29.13,0,0,9.65,0,99.98
2.75,10341,53.83,0,0,0,0,27.76,0,0,18.4,0,99.99
2.23,672,94.15,0,0,0,0,0,5.84,0,0,0,99.99
2.27,673,88.94,0,0,0,0,0,11.05,0,0,0,99.99
2.34,674,80.1,0,0,0,0,0,19.89,0,0,0,99.99
2.29,675,88.58,0,0,0,0,11.41,0,0,0,0,99.99
2.38,676,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.48,677,66,0,0,0,0,33.99,0,0,0,0,99.99
2.54,678,49.22,0,0,0,0,50.77,0,0,0,0,99.99
2.3,679,83.62,0,0,0,16.37,0,0,0,0,0,99.99
2.36,680,71.84,0,0,0,28.15,0,0,0,0,0,99.99
2.48,681,56.09,0,0,0,43.9,0,0,0,0,0,99.99
2.21,131038,100,0,0,0,0,0,0,0,0,0,100
2.9,10432,51.72,0,0,48.27,0,0,0,0,0,0,99.99
2.95,10433,46.52,0,0,50,0,0,0,3.46,0,0,99.98
2.96,10434,44.97,0,0,40.01,0,0,0,15,0,0,99.98
2.92,10435,50.18,0,0,24.8,0,0,0,25.01,0,0,99.99
2.89,10436,52.12,0,0,45.92,0,0,0,1.95,0,0,99.99
2.89,10437,52.93,0,0,41.1,0,0,0,5.96,0,0,99.99
2.88,10438,53.82,0,0,35.77,0,0,0,10.39,0,0,99.98
2.87,10439,54.64,0,0,30.9,0,0,0,14.44,0,0,99.98
2.85,10440,54.96,0,0,29.03,0,0,0,16,0,0,99.99
2.85,10441,55.49,0,0,25.89,0,0,0,18.61,0,0,99.99
2.83,10442,56.59,0,0,19.33,0,0,0,24.06,0,0,99.98
2.82,10443,57.41,0,0,14.46,0,0,0,28.11,0,0,99.98
2.78,10444,59.03,0,0,4.84,0,0,0,36.11,0,0,99.98
2.77,10445,59.44,0,0,2.44,0,0,0,38.11,0,0,99.99
2.75,10446,59.85,0,0,0,0,0,0,40.14,0,0,99.99
2.59,10582,62.73,17.74,0,19.51,0,0,0,0,0,0,99.98
2.62,10583,58.92,21.42,0,19.64,0,0,0,0,0,0,99.98
2.64,10584,55.07,25.16,0,19.76,0,0,0,0,0,0,99.99
2.66,10585,51.16,28.94,0,19.89,0,0,0,0,0,0,99.99
2.68,10586,47.2,32.77,0,20.02,0,0,0,0,0,0,99.99
2.7,10587,43.19,36.64,0,20.15,0,0,0,0,0,0,99.98
2.71,10588,41.16,38.6,0,20.22,0,0,0,0,0,0,99.98
2.73,10589,39.13,40.57,0,20.28,0,0,0,0,0,0,99.98
2.74,10590,35.01,44.56,0,20.42,0,0,0,0,0,0,99.99
2.68,10591,43.35,40.46,0,16.18,0,0,0,0,0,0,99.99
2.73,10592,43.03,32.86,0,24.09,0,0,0,0,0,0,99.98
2.77,10593,42.87,29.1,0,28.01,0,0,0,0,0,0,99.98
2.8,10594,42.72,25.37,0,31.9,0,0,0,0,0,0,99.99
2.7,10595,43.27,38.55,0,18.17,0,0,0,0,0,0,99.99
2.72,10596,43.11,34.75,0,22.13,0,0,0,0,0,0,99.99
2.75,10597,34.73,42.1,0,23.15,0,0,0,0,0,0,99.98
2.73,4731,37.82,40.11,0,22.06,0,0,0,0,0,0,99.99
2.72,10598,40.62,38.3,0,21.06,0,0,0,0,0,0,99.98
2.67,10599,47.71,33.73,0,18.55,0,0,0,0,0,0,99.99
2.64,10600,51.56,31.25,0,17.18,0,0,0,0,0,0,99.99
2.62,10601,53.28,30.14,0,16.57,0,0,0,0,0,0,99.99
2.6,4732,54.88,29.1,0,16,0,0,0,0,0,0,99.98
2.67,10625,45.78,38.85,0,0,0,0,0,15.35,0,0,99.98
2.63,10626,51.35,34.86,0,0,0,0,0,13.78,0,0,99.99
2.6,10627,62.81,26.64,0,0,0,0,0,10.53,0,0,99.98
2.69,10629,43.19,36.64,0,20.15,0,0,0,0,0,0,99.98
