DENSITY,GLASNO,SIO2,AL2O3,B2O3,CAO,K2O,NA2O,Li2O,MgO,ZRO2,FemOn,"Somme (Si, B, Na, Ca, Al, Zr, K, Li, Mg, Fe)"
2.58,136021,0,28.94,45,0,0,0,0,26.06,0,0,100
2.68,136030,0,36.38,37.44,0,0,0,0,21.66,4.52,0,100
2.58,136035,0,34.75,39.75,0,0,0,2.33,23.17,0,0,100
2.48,136037,0,27.53,54.33,0,0,0,0,18.14,0,0,100
2.62,136116,62.1,14.6,0,23.3,0,0,0,0,0,0,100
2.5,136142,68.99,0.49,4.19,3.99,9.88,8.38,0,0,0,3.99,99.91
2.2,124524,100,0,0,0,0,0,0,0,0,0,100
2.31,124525,95.09,0,0,0,0,4.9,0,0,0,0,99.99
2.27,124526,90.64,0,0,0,0,9.35,0,0,0,0,99.99
2.34,124527,82.89,0,0,0,0,17.1,0,0,0,0,99.99
2.38,124528,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.49,124530,41.93,0,36.44,0,0,21.62,0,0,0,0,99.99
2.53,124531,55.38,0,16.04,0,0,28.56,0,0,0,0,99.98
2.41,124532,59.77,25.35,0,0,0,0,14.86,0,0,0,99.98
2.25,124533,0,23.16,63.26,0,0,0,13.57,0,0,0,99.99
2.48,124534,0,20.21,55.21,0,0,24.57,0,0,0,0,99.99
2.38,124535,80.42,0,10.35,0,0,9.21,0,0,0,0,99.98
2.11,89931,0,8.31,79.49,0,0,0,12.18,0,0,0,99.98
2.24,89932,0,8.59,76.29,0,0,0,15.11,0,0,0,99.99
2.28,89933,0,8.89,72.86,0,0,0,18.24,0,0,0,99.99
2.29,89934,0,9.21,69.19,0,0,0,21.59,0,0,0,99.99
2.28,89935,0,9.48,66.05,0,0,0,24.46,0,0,0,99.99
2.28,89936,0,9.62,64.41,0,0,0,25.95,0,0,0,99.98
2.3,89944,0,17.9,61.11,0,0,0,20.98,0,0,0,99.99
2.3,89946,0,33.87,46.26,0,0,0,19.85,0,0,0,99.98
2.28,89947,0,9.55,65.24,0,0,0,25.2,0,0,0,99.99
2.79,124561,53.96,11.94,0,26.27,0,0,0,1.57,0,6.23,99.97
2.76,124562,56.22,11.92,0,24.05,0,0,0,1.57,0,6.22,99.98
2.73,124563,58.47,11.9,0,21.83,0,0,0,1.56,0,6.21,99.97
2.72,124564,60.72,11.88,0,19.61,0,0,0,1.56,0,6.2,99.97
2.74,124565,54.3,12.01,0,24.23,0,0,0,3.16,0,6.27,99.97
2.7,124566,56.57,12,0,21.99,0,0,0,3.16,0,6.26,99.98
2.69,124567,58.83,11.98,0,19.76,0,0,0,3.15,0,6.25,99.97
2.66,124568,61.09,11.96,0,17.54,0,0,0,3.15,0,6.24,99.98
2.72,124569,51.86,11.48,0,23.15,0,0,0,1.51,0,11.98,99.98
2.72,124570,54.04,11.46,0,21.01,0,0,0,1.51,0,11.96,99.98
2.69,124571,56.2,11.44,0,18.88,0,0,0,1.5,0,11.95,99.97
2.69,124572,58.36,11.42,0,16.76,0,0,0,1.5,0,11.93,99.97
2.54,137728,60.23,25.77,0,13.98,0,0,0,0,0,0,99.98
2.59,137730,59.93,25.77,0,0,0,0,0,5.19,0,9.09,99.98
2.89,110772,51.94,0,0,48.05,0,0,0,0,0,0,99.99
2.48,71252,61.06,6.47,8.84,0,0,23.61,0,0,0,0,99.98
2.28,125143,90,10,0,0,0,0,0,0,0,0,100
2.36,125144,80,20,0,0,0,0,0,0,0,0,100
2.55,125145,60,40,0,0,0,0,0,0,0,0,100
2.63,125146,50,50,0,0,0,0,0,0,0,0,100
2.73,125147,40,60,0,0,0,0,0,0,0,0,100
2.2,77218,100,0,0,0,0,0,0,0,0,0,100
1.84,125225,0,0,100,0,0,0,0,0,0,0,100
2.19,125268,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.21,125269,0,0,81.75,0,0,18.19,0,0,0,0,99.94
2.2,77242,100,0,0,0,0,0,0,0,0,0,100
1.83,77282,0,0,100,0,0,0,0,0,0,0,100
1.84,77283,0,0,99.1,0,0,0.89,0,0,0,0,99.99
1.96,77284,0,0,94.62,0,0,5.37,0,0,0,0,99.99
2.03,77285,0,0,90.99,0,0,9,0,0,0,0,99.99
2.12,77286,0,0,85.5,0,0,14.49,0,0,0,0,99.99
2.28,77287,0,0,77.11,0,0,22.88,0,0,0,0,99.99
2.28,125460,90,0,0,0,0,10,0,0,0,0,100
2.32,125461,80,0,0,0,0,20,0,0,0,0,100
2.37,125462,75,0,0,0,0,25,0,0,0,0,100
1.81,112164,0,0,100,0,0,0,0,0,0,0,100
1.92,112165,30.14,0,69.85,0,0,0,0,0,0,0,99.99
1.97,112166,46.32,0,53.67,0,0,0,0,0,0,0,99.99
1.88,112167,0,0,97.89,0,0,0,2.1,0,0,0,99.99
1.96,112168,0,0,95.88,0,0,0,4.11,0,0,0,99.99
2.03,112169,29.26,0,67.82,0,0,0,2.91,0,0,0,99.99
2,112170,0,0,93.95,0,0,0,6.04,0,0,0,99.99
2.11,112173,0,0,92.09,0,0,0,7.9,0,0,0,99.99
2.12,112174,28.43,0,65.9,0,0,0,5.65,0,0,0,99.98
2.12,112175,44.28,0,51.31,0,0,0,4.4,0,0,0,99.99
2.1,112176,0,0,90.3,0,0,0,9.69,0,0,0,99.99
2.18,112177,0,0,88.59,0,0,0,11.4,0,0,0,99.99
2.22,112179,0,0,85.34,0,0,0,14.65,0,0,0,99.99
2.26,112180,26.91,0,62.37,0,0,0,10.7,0,0,0,99.98
2.28,112181,42.41,0,49.14,0,0,0,8.43,0,0,0,99.98
2.27,112182,0,0,82.33,0,0,0,17.66,0,0,0,99.99
2.28,112185,0,0,79.52,0,0,0,20.47,0,0,0,99.99
2.33,112186,25.54,0,59.2,0,0,0,15.24,0,0,0,99.98
2.34,112187,40.69,0,47.15,0,0,0,12.14,0,0,0,99.98
2.28,112188,0,0,76.89,0,0,0,23.1,0,0,0,99.99
2.28,112189,0,0,74.43,0,0,0,25.56,0,0,0,99.99
2.35,112190,24.31,0,56.34,0,0,0,19.34,0,0,0,99.99
2.37,112191,39.11,0,45.32,0,0,0,15.56,0,0,0,99.99
2.24,112192,0,0,72.13,0,0,0,27.86,0,0,0,99.99
2.23,112193,0,0,69.96,0,0,0,30.03,0,0,0,99.99
2.34,112194,23.19,0,53.74,0,0,0,23.06,0,0,0,99.99
2.38,112195,37.65,0,43.62,0,0,0,18.72,0,0,0,99.99
2.32,112197,64.43,0,24.88,0,0,0,10.68,0,0,0,99.99
2.24,112198,0,0,67.92,0,0,0,32.07,0,0,0,99.99
2.19,112199,0,0,66,0,0,0,33.99,0,0,0,99.99
2.32,112200,22.16,0,51.37,0,0,0,26.45,0,0,0,99.98
2.18,112202,0,0,64.18,0,0,0,35.81,0,0,0,99.99
2.36,112203,35.64,0,41.3,0,0,0,23.04,0,0,0,99.98
2.18,112204,0,0,62.46,0,0,0,37.53,0,0,0,99.99
2.16,112205,0,0,60.83,0,0,0,39.16,0,0,0,99.99
2.27,112206,20.79,0,48.18,0,0,0,31.02,0,0,0,99.99
2.39,112208,61.16,0,23.62,0,0,0,15.2,0,0,0,99.98
2.14,112209,0,0,59.28,0,0,0,40.71,0,0,0,99.99
2.33,112210,33.84,0,39.21,0,0,0,26.93,0,0,0,99.98
2.15,112211,0,0,57.81,0,0,0,42.18,0,0,0,99.99
2.11,112212,0,0,56.41,0,0,0,43.58,0,0,0,99.99
2.09,112213,0,0,55.08,0,0,0,44.91,0,0,0,99.99
2.12,112214,0,0,53.8,0,0,0,46.19,0,0,0,99.99
2.22,112215,18.84,0,43.66,0,0,0,37.48,0,0,0,99.98
2.3,112216,31.71,0,36.74,0,0,0,31.54,0,0,0,99.99
2.38,112218,58.21,0,22.48,0,0,0,19.3,0,0,0,99.99
2.09,112220,0,0,52.59,0,0,0,47.4,0,0,0,99.99
2.09,112221,0,0,51.43,0,0,0,48.56,0,0,0,99.99
2.08,112222,0,0,50.32,0,0,0,49.67,0,0,0,99.99
2.08,112223,0,0,49.25,0,0,0,50.74,0,0,0,99.99
2.07,112224,0,0,48.23,0,0,0,51.76,0,0,0,99.99
2.1,112226,0,0,47.26,0,0,0,52.73,0,0,0,99.99
2.1,112227,0,0,46.32,0,0,0,53.67,0,0,0,99.99
2.1,112228,0,0,45.86,0,0,0,54.13,0,0,0,99.99
2.14,112231,15.86,0,36.77,0,0,0,47.35,0,0,0,99.98
2.22,112232,27.39,0,31.73,0,0,0,40.86,0,0,0,99.98
2.35,112234,53.09,0,20.5,0,0,0,26.4,0,0,0,99.99
2.13,112236,13.7,0,31.76,0,0,0,54.53,0,0,0,99.99
2.18,112237,24.1,0,27.93,0,0,0,47.95,0,0,0,99.98
2.33,112239,48.79,0,18.84,0,0,0,32.35,0,0,0,99.98
2.11,112242,12.06,0,27.95,0,0,0,59.98,0,0,0,99.99
2.16,112243,21.52,0,24.94,0,0,0,53.52,0,0,0,99.98
2.14,112248,19.44,0,22.53,0,0,0,58.02,0,0,0,99.99
2.27,112250,42,0,16.22,0,0,0,41.77,0,0,0,99.99
2.09,112252,9.72,0,22.54,0,0,0,67.72,0,0,0,99.98
2.13,112253,17.73,0,20.54,0,0,0,61.72,0,0,0,99.99
2.11,112258,16.29,0,18.87,0,0,0,64.82,0,0,0,99.98
2.1,112265,14.02,0,16.24,0,0,0,69.73,0,0,0,99.99
1.97,112268,0,0,93.66,0,6.33,0,0,0,0,0,99.99
2.02,112269,0,0,91.34,0,8.65,0,0,0,0,0,99.99
2.07,112270,0,0,88.08,0,11.91,0,0,0,0,0,99.99
2.1,112271,0,0,83.12,0,16.87,0,0,0,0,0,99.99
2.13,112272,0,0,78.7,0,21.29,0,0,0,0,0,99.99
2.16,112273,0,0,74.72,0,25.27,0,0,0,0,0,99.99
2.19,112274,0,0,71.12,0,28.87,0,0,0,0,0,99.99
2.27,112275,38.03,0,44.07,0,17.88,0,0,0,0,0,99.98
2.3,112276,0,0,64.88,0,35.11,0,0,0,0,0,99.99
2.32,112277,0,0,59.64,0,40.35,0,0,0,0,0,99.99
2.34,112278,33.98,0,39.37,0,26.63,0,0,0,0,0,99.98
2.4,112279,50.72,0,29.38,0,19.88,0,0,0,0,0,99.98
2.34,112280,67.31,0,19.49,0,13.19,0,0,0,0,0,99.99
2.3,112281,0,0,55.19,0,44.8,0,0,0,0,0,99.99
2.3,112282,0,0,51.35,0,48.64,0,0,0,0,0,99.99
2.42,112283,30.71,0,35.58,0,33.7,0,0,0,0,0,99.99
2.31,112285,0,0,48.02,0,51.97,0,0,0,0,0,99.99
2.42,112286,26.83,0,31.09,0,42.07,0,0,0,0,0,99.99
2.46,112287,42.31,0,24.51,0,33.16,0,0,0,0,0,99.98
2.46,112288,59.46,0,17.22,0,23.3,0,0,0,0,0,99.98
2.45,112289,39.68,0,22.99,0,37.32,0,0,0,0,0,99.99
2.38,112290,22.17,0,25.69,0,52.13,0,0,0,0,0,99.99
2.46,112291,36.29,0,21.02,0,42.67,0,0,0,0,0,99.98
2.47,112292,53.26,0,15.42,0,31.31,0,0,0,0,0,99.99
2.28,112293,0,0,31.59,0,68.4,0,0,0,0,0,99.99
2.29,112294,0,0,28,0,71.99,0,0,0,0,0,99.99
2.37,112295,18.88,0,21.88,0,59.22,0,0,0,0,0,99.98
2.41,112296,31.77,0,18.4,0,49.81,0,0,0,0,0,99.98
2.48,112297,48.22,0,13.97,0,37.8,0,0,0,0,0,99.99
2.32,112298,0,0,26.03,0,73.96,0,0,0,0,0,99.99
2.32,112299,0,0,24.31,0,75.68,0,0,0,0,0,99.99
2.32,112300,0,0,22.81,0,77.18,0,0,0,0,0,99.99
2.39,112301,16.45,0,19.06,0,64.48,0,0,0,0,0,99.99
2.49,112302,44.06,0,12.76,0,43.17,0,0,0,0,0,99.99
2.32,112303,0,0,21.49,0,78.5,0,0,0,0,0,99.99
2.32,112304,0,0,20.3,0,79.69,0,0,0,0,0,99.99
2.37,112305,14.57,0,16.88,0,68.54,0,0,0,0,0,99.99
2.38,112306,25.43,0,14.73,0,59.82,0,0,0,0,0,99.98
2.46,112307,40.56,0,11.74,0,47.69,0,0,0,0,0,99.99
2.38,112310,21.2,0,12.28,0,66.5,0,0,0,0,0,99.98
2.43,112311,34.99,0,10.13,0,54.86,0,0,0,0,0,99.98
2.33,112312,18.18,0,10.53,0,71.27,0,0,0,0,0,99.98
2.43,112313,30.77,0,8.91,0,60.3,0,0,0,0,0,99.98
2.44,112315,27.46,0,7.95,0,64.58,0,0,0,0,0,99.99
2.42,112316,24.79,0,7.18,0,68.02,0,0,0,0,0,99.99
1.92,112319,0,0,95.73,0,0,4.26,0,0,0,0,99.99
2,112320,0,0,94.13,0,0,5.86,0,0,0,0,99.99
2.04,112321,0,0,91.82,0,0,8.17,0,0,0,0,99.99
2.11,112322,0,0,88.21,0,0,11.78,0,0,0,0,99.99
2.11,112323,43.22,0,50.08,0,0,6.68,0,0,0,0,99.98
2.14,112324,0,0,84.88,0,0,15.11,0,0,0,0,99.99
2.16,112325,26.8,0,62.12,0,0,11.06,0,0,0,0,99.98
2.17,112326,42.28,0,48.99,0,0,8.72,0,0,0,0,99.99
2.19,112327,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.25,112328,0,0,78.92,0,0,21.07,0,0,0,0,99.99
2.27,112329,40.51,0,46.94,0,0,12.53,0,0,0,0,99.98
2.32,112330,0,0,73.74,0,0,26.25,0,0,0,0,99.99
2.35,112331,24.13,0,55.94,0,0,19.92,0,0,0,0,99.99
2.37,112332,38.89,0,45.06,0,0,16.04,0,0,0,0,99.99
2.33,112333,48.83,0,37.72,0,0,13.43,0,0,0,0,99.98
2.37,112334,0,0,69.19,0,0,30.8,0,0,0,0,99.99
2.41,112335,22.99,0,53.28,0,0,23.71,0,0,0,0,99.98
2.41,112336,37.39,0,43.32,0,0,19.28,0,0,0,0,99.99
2.4,112337,47.25,0,36.5,0,0,16.24,0,0,0,0,99.99
2.43,112338,54.42,0,31.53,0,0,14.03,0,0,0,0,99.98
2.45,112339,64.17,0,24.78,0,0,11.03,0,0,0,0,99.98
2.37,112340,70.49,0,20.41,0,0,9.08,0,0,0,0,99.98
2.37,112341,0,0,65.18,0,0,34.81,0,0,0,0,99.99
2.45,112342,21.95,0,50.87,0,0,27.17,0,0,0,0,99.99
2.37,112343,0,0,61.6,0,0,38.39,0,0,0,0,99.99
2.47,112344,34.71,0,40.22,0,0,25.06,0,0,0,0,99.99
2.47,112345,44.36,0,34.27,0,0,21.35,0,0,0,0,99.98
2.49,112346,51.53,0,29.85,0,0,18.6,0,0,0,0,99.98
2.39,112347,0,0,58.4,0,0,41.59,0,0,0,0,99.99
2.37,112349,0,0,56.92,0,0,43.07,0,0,0,0,99.99
2.48,112351,31.34,0,36.32,0,0,32.33,0,0,0,0,99.99
2.5,112352,40.64,0,31.39,0,0,27.95,0,0,0,0,99.98
2.51,112353,47.72,0,27.65,0,0,24.61,0,0,0,0,99.98
2.51,112354,57.8,0,22.32,0,0,19.87,0,0,0,0,99.99
2.5,112355,64.61,0,18.71,0,0,16.66,0,0,0,0,99.98
2.43,112356,73.25,0,14.14,0,0,12.59,0,0,0,0,99.98
2.43,112357,17.26,0,40,0,0,42.73,0,0,0,0,99.99
2.36,112358,0,0,46.35,0,0,53.64,0,0,0,0,99.99
2.47,112359,15.59,0,36.14,0,0,48.26,0,0,0,0,99.99
2.5,112360,26.98,0,31.26,0,0,41.75,0,0,0,0,99.99
2.5,112361,35.66,0,27.54,0,0,36.78,0,0,0,0,99.98
2.51,112362,42.49,0,24.62,0,0,32.87,0,0,0,0,99.98
2.52,112363,52.57,0,20.3,0,0,27.11,0,0,0,0,99.98
2.39,112366,0,0,39.78,0,0,60.21,0,0,0,0,99.99
2.43,112367,13.81,0,32.02,0,0,54.16,0,0,0,0,99.99
2.39,112368,0,0,35.96,0,0,64.03,0,0,0,0,99.99
2.45,112370,23.68,0,27.44,0,0,48.86,0,0,0,0,99.98
2.49,112371,31.76,0,24.53,0,0,43.69,0,0,0,0,99.98
2.52,112373,55.38,0,16.04,0,0,28.56,0,0,0,0,99.98
2.39,112374,0,0,33.8,0,0,66.19,0,0,0,0,99.99
2.51,112375,63.29,0,12.22,0,0,24.48,0,0,0,0,99.99
2.38,112376,0,0,31,0,0,68.99,0,0,0,0,99.99
2.42,112377,11.79,0,27.34,0,0,60.85,0,0,0,0,99.98
2.46,112378,21.1,0,24.45,0,0,54.43,0,0,0,0,99.98
2.48,112379,28.63,0,22.12,0,0,49.23,0,0,0,0,99.98
2.51,112381,44.52,0,17.19,0,0,38.27,0,0,0,0,99.98
2.39,112383,0,0,29.38,0,0,70.61,0,0,0,0,99.99
2.39,112384,0,0,27.24,0,0,72.75,0,0,0,0,99.99
2.47,112386,19.03,0,22.05,0,0,58.9,0,0,0,0,99.98
2.5,112387,26.07,0,20.13,0,0,53.78,0,0,0,0,99.98
2.51,112388,41.36,0,15.97,0,0,42.66,0,0,0,0,99.99
2.39,112390,0,0,25.98,0,0,74.01,0,0,0,0,99.99
2.34,112391,0,0,24.29,0,0,75.7,0,0,0,0,99.99
2.46,112392,9.48,0,21.99,0,0,68.51,0,0,0,0,99.98
2.48,112393,17.33,0,20.08,0,0,62.58,0,0,0,0,99.99
2.49,112394,23.92,0,18.48,0,0,57.59,0,0,0,0,99.99
2.52,112396,55.71,0,10.75,0,0,33.52,0,0,0,0,99.98
2.51,112398,22.1,0,17.07,0,0,60.81,0,0,0,0,99.98
2.52,112399,36.21,0,13.98,0,0,49.8,0,0,0,0,99.99
2.53,112404,32.93,0,12.71,0,0,54.35,0,0,0,0,99.99
2.52,112411,41.72,0,8.05,0,0,50.21,0,0,0,0,99.98
1.81,112164,0,0,100,0,0,0,0,0,0,0,100
2.1,112534,10,0,80,0,0,10,0,0,0,0,100
2.08,112554,9.5,5,76,0,0,9.5,0,0,0,0,100
2.08,112555,9,10,72,0,0,9,0,0,0,0,100
2.1,112556,8.5,15,68,0,0,8.5,0,0,0,0,100
2.14,112557,8,20,64,0,0,8,0,0,0,0,100
2.95,77340,6.28,26.16,0,61.23,0,0,0,6.31,0,0,99.98
2.23,125679,56.41,0,43.58,0,0,0,0,0,0,0,99.99
2.2,77624,100,0,0,0,0,0,0,0,0,0,100
2.17,77703,83.57,0,16.42,0,0,0,0,0,0,0,99.99
2.17,77704,78.19,0,21.8,0,0,0,0,0,0,0,99.99
2.11,77705,74.07,0,25.92,0,0,0,0,0,0,0,99.99
2.07,77706,67.02,0,32.97,0,0,0,0,0,0,0,99.99
2.08,77707,65.23,0,34.76,0,0,0,0,0,0,0,99.99
2.42,77715,74.38,0,0,0,0,25.57,0,0,0,0,99.95
2.2,113882,100,0,0,0,0,0,0,0,0,0,100
2.52,113893,63.15,19.63,0,0,0,10.94,5.27,0,0.98,0,99.97
2.53,113894,62.45,19.41,0,0,0,12.98,4.17,0,0.97,0,99.98
2.53,113895,61.75,19.2,0,0,0,14.97,3.09,0,0.96,0,99.97
2.52,113896,61.23,19.03,0,0,0,16.49,2.27,0,0.95,0,99.97
2.53,113897,60.74,18.88,0,0,0,17.89,1.52,0,0.95,0,99.98
2.55,113898,60.42,18.78,0,0,0,18.84,1,0,0.94,0,99.98
2.54,113899,59.77,18.58,0,0,0,20.7,0,0,0.93,0,99.98
2.34,77731,80.1,0,0,0,0,0,19.89,0,0,0,99.99
2.44,142329,73.39,0,12.47,0,0,14.13,0,0,0,0,99.99
2.37,142330,73.03,0,16.92,0,0,10.04,0,0,0,0,99.99
2.91,173163,67.22,0,27.82,0,0,4.95,0,0,0,0,99.99
2.2,77865,100,0,0,0,0,0,0,0,0,0,100
2.2,77866,100,0,0,0,0,0,0,0,0,0,100
2.69,113981,54.3,14.02,0,0,0,0,0,31.67,0,0,99.99
2.54,125896,68.2,3.5,19,0,4.5,4.8,0,0,0,0,100
2.61,114006,61.77,14.51,0,23.7,0,0,0,0,0,0,99.98
2.66,114007,60.03,14.99,0,24.97,0,0,0,0,0,0,99.99
2.66,114008,60.02,12.47,0,27.5,0,0,0,0,0,0,99.99
2.7,114009,57.51,14.99,0,27.49,0,0,0,0,0,0,99.99
2.73,114010,55.04,16.22,0,28.73,0,0,0,0,0,0,99.99
2.6,114013,62.14,14.59,0,22.29,0,0,0,0.96,0,0,99.98
2.59,114014,62.11,14.58,0,18.29,0,0,0,5,0,0,99.98
2.58,114015,62.07,14.58,0,15.36,0,0,0,7.98,0,0,99.99
2.56,114016,62.1,14.59,0,13.3,0,0,0,10,0,0,99.99
2.2,77908,100,0,0,0,0,0,0,0,0,0,100
2.47,77794,72.17,1.7,0,8.42,1.57,13.44,0,2.68,0,0,99.98
2.28,77786,82.43,0,0,0,0,0,17.56,0,0,0,99.99
2.3,77787,82.43,0,0,0,0,0,17.56,0,0,0,99.99
2.47,77788,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.47,77789,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.2,149404,100,0,0,0,0,0,0,0,0,0,100
2.07,125906,0,0,92.95,0,0,0,7.04,0,0,0,99.99
2.08,125907,0,0,89.34,0,5.68,0,4.96,0,0,0,99.98
2.09,125908,0,0,86,0,10.95,0,3.04,0,0,0,99.99
2.09,125909,0,0,82.9,0,15.83,0,1.25,0,0,0,99.98
2.1,125910,0,0,80.72,0,19.27,0,0,0,0,0,99.99
2.16,125911,0,0,90.3,0,0,0,9.69,0,0,0,99.99
2.16,125912,0,0,88.01,0,0,4.89,7.08,0,0,0,99.98
2.17,125913,0,0,85.84,0,0,9.55,4.6,0,0,0,99.99
2.19,125914,0,0,83.76,0,0,13.98,2.24,0,0,0,99.98
2.19,125915,0,0,81.79,0,0,18.2,0,0,0,0,99.99
2.16,125916,0,0,85.83,0,7.25,0,6.9,0,0,0,99.98
2.16,125917,0,0,81.78,0,13.83,0,4.38,0,0,0,99.99
2.16,125918,0,0,78.09,0,19.81,0,2.09,0,0,0,99.99
2.16,125919,0,0,74.72,0,25.27,0,0,0,0,0,99.99
2.06,125920,0,0,90.99,0,0,9,0,0,0,0,99.99
2.05,125921,0,0,89.94,0,3.38,6.67,0,0,0,0,99.99
2.06,125922,0,0,88.91,0,6.68,4.39,0,0,0,0,99.98
2.05,125923,0,0,87.91,0,9.91,2.17,0,0,0,0,99.99
2.05,125924,0,0,86.93,0,13.06,0,0,0,0,0,99.99
2.12,125925,0,0,86.42,0,0,13.57,0,0,0,0,99.99
2.12,125926,0,0,84.82,0,5.4,9.77,0,0,0,0,99.99
2.11,125927,0,0,83.28,0,10.6,6.1,0,0,0,0,99.98
2.11,125928,0,0,81.8,0,15.62,2.57,0,0,0,0,99.99
2.18,125929,0,0,79.9,0,6.75,13.33,0,0,0,0,99.98
2.18,125930,0,0,78.1,0,13.2,8.69,0,0,0,0,99.99
2.16,125931,0,0,76.37,0,19.37,4.24,0,0,0,0,99.98
2.37,125932,0,0,72.38,0,0,27.61,0,0,0,0,99.99
2.36,125933,0,0,70.69,0,6.83,22.47,0,0,0,0,99.99
2.36,125934,0,0,69.07,0,13.35,17.57,0,0,0,0,99.99
2.34,125935,0,0,67.53,0,19.58,12.88,0,0,0,0,99.99
2.33,125936,0,0,66.06,0,25.53,8.4,0,0,0,0,99.99
2.32,125937,0,0,64.64,0,31.23,4.11,0,0,0,0,99.98
2.28,125938,0,0,63.29,0,36.7,0,0,0,0,0,99.99
2.39,125939,0,0,67.59,0,0,32.4,0,0,0,0,99.99
2.39,125940,0,0,66,0,6.86,27.12,0,0,0,0,99.98
2.38,125941,0,0,64.49,0,13.42,22.08,0,0,0,0,99.99
2.37,125942,0,0,63.04,0,19.68,17.26,0,0,0,0,99.98
2.36,125943,0,0,61.66,0,25.67,12.66,0,0,0,0,99.99
2.35,125944,0,0,60.33,0,31.39,8.26,0,0,0,0,99.98
2.33,125945,0,0,59.06,0,36.88,4.04,0,0,0,0,99.98
2.32,125946,0,0,57.85,0,42.14,0,0,0,0,0,99.99
1.81,125947,0,0,100,0,0,0,0,0,0,0,100
2.75,126077,45,30,0,15,0,0,0,10,0,0,100
2.78,126078,45,30,0,15,0,0,0,10,0,0,100
2.8,126079,45,30,0,15,0,0,0,10,0,0,100
2.83,126080,45,30,0,15,0,0,0,10,0,0,100
2.85,126081,45,30,0,15,0,0,0,10,0,0,100
2.87,126082,45,30,0,15,0,0,0,10,0,0,100
2.81,126089,42.3,28.2,0,14.1,0,0,0,9.4,6,0,100
2.86,126090,42.3,28.2,0,14.1,0,0,0,9.4,6,0,100
2.9,126091,42.3,28.2,0,14.1,0,0,0,9.4,6,0,100
2.93,126092,42.3,28.2,0,14.1,0,0,0,9.4,6,0,100
2.96,126093,42.3,28.2,0,14.1,0,0,0,9.4,6,0,100
2.85,126094,41.4,27.6,0,13.8,0,0,0,9.2,8,0,100
2.91,126095,41.4,27.6,0,13.8,0,0,0,9.2,8,0,100
2.95,126096,41.4,27.6,0,13.8,0,0,0,9.2,8,0,100
2.99,126097,41.4,27.6,0,13.8,0,0,0,9.2,8,0,100
3.02,126098,41.4,27.6,0,13.8,0,0,0,9.2,8,0,100
2.68,126140,59.38,16.79,0,13.85,0,0,0,9.95,0,0,99.97
2.75,126141,55.34,17.07,0,14.08,0,0,0,13.49,0,0,99.98
2.68,126142,58.62,16.58,0,18.23,0,0,0,6.55,0,0,99.98
2.76,126143,54.61,16.85,0,18.53,0,0,0,9.99,0,0,99.98
2.83,126144,50.47,17.13,0,18.84,0,0,0,13.54,0,0,99.98
2.68,126145,57.88,16.37,0,22.5,0,0,0,3.23,0,0,99.98
2.76,126146,53.91,16.63,0,22.87,0,0,0,6.57,0,0,99.98
2.82,126147,49.81,16.9,0,23.24,0,0,0,10.02,0,0,99.97
2.87,126148,45.58,17.19,0,23.63,0,0,0,13.59,0,0,99.99
2.69,126149,57.15,16.16,0,26.67,0,0,0,0,0,0,99.98
2.78,126150,53.23,16.42,0,27.09,0,0,0,3.24,0,0,99.98
2.82,126151,49.17,16.68,0,27.53,0,0,0,6.59,0,0,99.97
2.88,126152,44.98,16.96,0,27.99,0,0,0,10.05,0,0,99.98
2.93,126153,40.65,17.24,0,28.45,0,0,0,13.63,0,0,99.97
2.77,126154,52.56,16.21,0,31.21,0,0,0,0,0,0,99.98
2.82,126155,48.54,16.47,0,31.71,0,0,0,3.25,0,0,99.97
2.86,126156,44.4,16.74,0,32.23,0,0,0,6.61,0,0,99.98
2.89,126157,40.12,17.02,0,32.76,0,0,0,10.09,0,0,99.99
2.97,126158,35.69,17.3,0,33.31,0,0,0,13.68,0,0,99.98
2.83,126159,47.93,16.26,0,35.79,0,0,0,0,0,0,99.98
2.85,126160,43.83,16.53,0,36.36,0,0,0,3.26,0,0,99.98
2.92,126161,39.59,16.8,0,36.95,0,0,0,6.64,0,0,99.98
2.96,126162,35.22,17.07,0,37.57,0,0,0,10.12,0,0,99.98
2.89,126163,43.28,16.32,0,40.39,0,0,0,0,0,0,99.99
2.92,126164,39.09,16.58,0,41.04,0,0,0,3.27,0,0,99.98
2.96,126165,34.76,16.85,0,41.71,0,0,0,6.66,0,0,99.98
2.92,126166,38.59,16.37,0,45.02,0,0,0,0,0,0,99.98
2.95,126167,34.31,16.63,0,45.75,0,0,0,3.28,0,0,99.97
2.72,126168,50.71,23.47,0,25.81,0,0,0,0,0,0,99.99
2.72,126169,51.33,23.75,0,21.77,0,0,0,3.13,0,0,99.98
2.71,126170,51.97,24.05,0,17.63,0,0,0,6.33,0,0,99.98
2.77,126171,46.24,23.54,0,30.21,0,0,0,0,0,0,99.99
2.78,126172,46.81,23.83,0,26.21,0,0,0,3.14,0,0,99.99
2.75,126173,47.39,24.12,0,22.11,0,0,0,6.35,0,0,99.97
2.75,126174,47.99,24.43,0,17.91,0,0,0,9.65,0,0,99.98
