DENSITY,Num,Origin,Year,Somme Ox,Al2O3,B2O3,BaO,CaO,Fe2O3,K2O,Li2O,MgO,Na2O,SiO2,SrO,ZrO2
2.69,51804,SCIGLASS,1955,102.32,0,0,14.7,0,0,0,0,6.12,12,69.5,0,0
2.4,407343,SCIGLASS,2007,102.32,14.6,12.09,0,3.4,0,0,0,10.13,0,62.1,0,0
2.39,150269,SCIGLASS,1925,102.31,0,0,0,0,0,0,0,7.31,18,77,0,0
2.6,472258,SCIGLASS,2011,102.3,8,0,0,13.2,0,0,0,6.7,5,65,4.4,0
2.51,23536,SCIGLASS,1942,102.3,0,0,0,7.1,5,0,0,7.5,9,73.7,0,0
2.26,445161,SCIGLASS,2009,102.29,8.34,20,0,0,0,0,10,0,0,63.95,0,0
2.55,23530,SCIGLASS,1942,102.29,0,0,0,7.1,5,0,0,7.52,14.01,68.66,0,0
2.51,461668,SCIGLASS,2001,102.29,12,2.65,0,9,0,0,0,7.64,8,63,0,0
2.55,191127,SCIGLASS,1972,102.29,15.5,0,0,7,0,2.66,0,10.13,8.5,58.5,0,0
2.44,356816,SCIGLASS,2003,102.29,6.1,17.91,0,0,0,0,9.92,0,10.4,57.96,0,0
2.59,190411,SCIGLASS,1997,102.28,16.95,3,0,5.33,0,0,0,6.3,0,60.84,9.86,0
2.5,471653,SCIGLASS,2012,102.28,18.42,0,0,0,0,5,8,0,5.59,59.71,0,5.56
2.6,366969,SCIGLASS,2005,102.27,13.9,8,0,5.94,0,0,0,7,0,56.44,10.99,0
2.84,190193,SCIGLASS,1998,102.27,22.91,0,2.31,9.72,0,0,0,5.57,0,53.01,8.75,0
2.5,432339,SCIGLASS,2008,102.27,16.97,7.5,0,6.05,0,0,0,7.5,0,59.46,4.79,0
2.48,193973,SCIGLASS,2001,102.27,21.26,6.25,0.5,4.61,0,0,0,6.87,0,60.18,2.6,0
2.59,190174,SCIGLASS,1998,102.26,19.19,0,0,4.89,0,0,0,5.8,0,63.33,9.05,0
2.43,407371,SCIGLASS,2007,102.26,16.28,9.66,2.69,2.29,0,0,0,8.02,0,63.03,0.29,0
2.46,389476,SCIGLASS,2007,102.26,0,18.08,0,0,0.27,0,10.01,2.54,10.84,60.52,0,0
2.46,193966,SCIGLASS,2001,102.25,18.55,7.03,0,3.2,0,0,0,7.28,0,62.68,3.51,0
2.42,407394,SCIGLASS,2007,102.25,14.48,10.04,0.39,2.49,0,0,0,8.83,0,64.13,1.89,0
2.43,363455,SCIGLASS,2004,102.24,14.39,6.3,0,1.75,0,0,0,7.7,0,68.69,3.41,0
2.36,470350,SCIGLASS,2011,102.24,16.48,9.1,0,0,0,1.3,7,0,6.41,61.95,0,0
2.62,366981,SCIGLASS,2005,102.23,12.4,8,0,6.39,0,0,0,7,0,56.63,11.81,0
2.51,193980,SCIGLASS,2001,102.23,20.96,6.85,3.1,6.01,0,0,0,6.74,0,58.37,0.2,0
2.67,472436,SCIGLASS,2012,102.23,9.63,0,0,11.47,0,0,1.5,4,8.29,59.59,0,7.75
2.57,190397,SCIGLASS,1997,102.22,16.97,2,0,5.09,0,0,0,6,0,62.75,9.41,0
2.59,190189,SCIGLASS,1998,102.22,19.16,1,0,4.89,0,0,0,5.8,0,62.34,9.03,0
2.56,473356,SCIGLASS,2012,102.22,13,0,1.6,0.3,0,1.51,0,7.71,12.9,60.2,5,0
2.49,432338,SCIGLASS,2008,102.22,17.04,7.5,0,6.68,0,0,0,7.5,0,59.5,4,0
2.48,193975,SCIGLASS,2001,102.22,20.26,6.13,0.5,4.81,0,0,0,6.84,0,60.88,2.8,0
2.45,397071,SCIGLASS,1990,102.22,4.8,17.45,4.19,4.05,0.01,0,8.69,0,0,63.03,0,0
2.34,112187,SCIGLASS,1990,102.22,0,38.46,0,0,0,0,23.07,0,0,40.69,0,0
2.34,83704,SCIGLASS,1994,102.22,0,38.46,0,0,0,0,23.07,0,0,40.69,0,0
3.23,113846,SCIGLASS,1983,102.22,0,20,36.48,0,0,10,0,0,0,35.74,0,0
2.53,473333,SCIGLASS,2012,102.21,12.2,0,1.2,0.8,0,2.1,0,8.71,11.8,62,3.4,0
2.48,193974,SCIGLASS,2001,102.21,21.26,7.69,0.5,4.61,0,0,0,6.88,0,58.67,2.6,0
2.67,472435,SCIGLASS,2012,102.21,8.07,0,0,11.55,0,0,1.5,4,8.34,60.94,0,7.81
2.47,193964,SCIGLASS,2001,102.21,21.56,7.13,0.4,3.51,0,0,0,6.73,0,60.18,2.7,0
2.5,474116,SCIGLASS,2011,102.21,14.28,0,0,0,0,0,0,6,16.39,61.71,0,3.83
2.5,23535,SCIGLASS,1942,102.21,0,0,0,7.2,3,0,0,7.41,11,73.6,0,0
2.52,369264,SCIGLASS,2005,102.2,21.49,8.2,0,2.97,0,0,0,6,0,55.45,8.09,0
2.51,369272,SCIGLASS,2005,102.2,20.75,7.8,0,3.41,0,0,0,6.2,0,56.5,7.54,0
2.53,446483,SCIGLASS,2006,102.2,4.5,0,0,1,0,7.17,0,17.53,3.5,64.5,0.5,3.5
2.5,432333,SCIGLASS,2008,102.2,17.89,7.5,0,5.13,0,0,0,7,0,59.15,5.53,0
2.43,363446,SCIGLASS,2004,102.2,14.41,5.6,0,3.7,0,0,0,7.5,0,67.58,3.41,0
2.59,366980,SCIGLASS,2005,102.19,12.43,8,0,5.98,0,0,0,7,0,57.72,11.06,0
2.58,190407,SCIGLASS,1997,102.19,14.04,3,0,5.4,0,0,0,6.3,0,63.46,9.99,0
2.37,407042,SCIGLASS,2002,102.19,19.43,8,0,0,0,0,0,7,0,64.6,3.16,0
2.48,193976,SCIGLASS,2001,102.19,20.3,7.1,0.5,4.82,0,0,0,6.87,0,59.79,2.81,0
2.54,446478,SCIGLASS,2006,102.19,3,0,0,2.5,0,5.52,0,15.17,4.5,66.5,1.5,3.5
2.43,445074,SCIGLASS,2010,102.19,0,0,0,2.85,0,0,0,7,15.79,76.55,0,0
2.44,521,SCIGLASS,1934,102.19,0,0,0,10,0,5.54,11.65,0,0,75,0,0
2.7,472239,SCIGLASS,2011,102.18,5.07,4,6.35,2.32,0,0,0,3.33,0,33.87,47.24,0
2.55,366977,SCIGLASS,2005,102.18,13.98,8,0,5.12,0,0,0,7,0,58.61,9.47,0
2.57,432283,SCIGLASS,2009,102.18,2.2,0,0.1,2.8,0,5.72,0,15.36,5.7,64.3,2.5,3.5
3.53,445518,SCIGLASS,2009,102.17,0,15.3,0,0,0,0,0,0,0,29.4,57.47,0
2.5,408119,SCIGLASS,2008,102.17,17,7.51,0.3,4,0.06,0,0,6.57,0,58.93,7.7,0.1
2.8,458405,SCIGLASS,2011,102.17,0,0,0,16.02,0,3.3,0,11.6,3.23,58.57,0,9.45
2.66,51809,SCIGLASS,1955,102.17,0,0,0,0,0,0,0,6.3,12.55,72.82,10.5,0
2.78,458665,SCIGLASS,2005,102.16,7.74,0,6.98,11.92,0,0,4,0,5.64,58.4,0,7.48
2.78,458662,SCIGLASS,2005,102.16,7.74,0,6.99,12.78,0,0,4,0,4.71,58.45,0,7.49
2.51,195036,SCIGLASS,1999,102.16,14.2,0,0,4.8,0,6.52,0,15.25,0.8,60.59,0,0
2.52,442217,SCIGLASS,2010,102.15,0,18.09,0,0,0.26,0,10.03,0,10.6,59.04,4.13,0
2.42,407383,SCIGLASS,2007,102.15,19.6,11.43,0.1,3.8,0,0,0,8.02,0,59,0.2,0
2.52,23529,SCIGLASS,1942,102.15,0,0,0,7.12,2.91,0,0,7.29,14.05,70.78,0,0
2.57,190175,SCIGLASS,1998,102.15,19.19,0,0,4.64,0,0,0,5.5,0,64.24,8.58,0
2.79,458663,SCIGLASS,2005,102.15,7.75,0,6.99,13.65,0,0,4,0,3.77,58.5,0,7.49
2.43,407345,SCIGLASS,2007,102.14,18,9.88,0.3,2.7,0,0,0,7.56,0,61.6,2.1,0
2.41,407397,SCIGLASS,2007,102.14,17.78,12.31,0,3.79,0,0,0,8.72,0,59.54,0,0
2.61,429059,SCIGLASS,2007,102.13,18.3,2.56,8.3,4.76,0,0,0,5.35,0,60.48,2.38,0
2.39,407360,SCIGLASS,2007,102.13,17.5,10.09,0,2.1,0,0,0,8.24,0,64.2,0,0
2.51,461670,SCIGLASS,2001,102.13,8,2.61,0,9,0,0,0,7.52,12,63,0,0
2.41,401794,SCIGLASS,2002,102.13,16.65,10.5,0,0,0,5,10,0,4.82,55.16,0,0
2.56,190406,SCIGLASS,1997,102.12,15.5,3,0,5.11,0,0,0,6,0,63.06,9.45,0
2.5,369273,SCIGLASS,2005,102.12,22.63,6.3,0,6.18,0,0,0,6.3,0,57.43,3.28,0
2.6,429052,SCIGLASS,2007,102.12,18.2,2.59,8.24,4.79,0,0,0,5.36,0,59.99,2.95,0
2.6,429057,SCIGLASS,2007,102.12,18.2,2.9,8.21,4.82,0,0,0,5.3,0,59.61,3.08,0
2.8,458396,SCIGLASS,2011,102.11,0.67,0,0,16.15,0,3.3,0,11.7,3.26,59.53,0,7.5
2.5,458371,SCIGLASS,2011,102.11,19.91,0,0,0,0,6.6,6.7,3,6.23,55.97,0,3.7
2.49,23534,SCIGLASS,1942,102.11,0,0,0,7.11,1,0,0,7.34,13.02,73.64,0,0
2.46,356815,SCIGLASS,2003,102.11,4.08,18.11,0,0,0,0,10.04,0,10.64,59.24,0,0
2.76,447520,SCIGLASS,2001,102.1,15.94,0,10.89,3.98,0,0,0,5,0,58.93,7.36,0
2.55,366962,SCIGLASS,2005,102.1,17.2,8,0,9.03,0,0,0,7,0,55.31,5.56,0
2.6,429049,SCIGLASS,2007,102.1,18.2,3.19,8.12,4.82,0,0,0,5.27,0,59.39,3.11,0
2.4,407411,SCIGLASS,2007,102.1,17,10.14,0,4,0,0,0,7.96,0,61.5,1.5,0
2.45,462935,SCIGLASS,2011,102.1,27.12,0,0,0,0,0,3.56,0,3.85,49.28,0,18.29
2.51,190458,SCIGLASS,1998,102.09,17,7.01,0,4.1,0,0,0,6.38,0,60.1,7.5,0
2.52,458727,SCIGLASS,2011,102.09,9.62,0,0,0,0,4,0,11,11.69,60.94,0,4.84
2.53,474106,SCIGLASS,2011,102.09,9.62,0,0,0,0,4,0,11,11.69,60.94,0,4.84
2.5,369283,SCIGLASS,2005,102.08,20.46,6.6,0,4.99,0,0,0,6.2,0,58.67,5.16,0
2.5,462948,SCIGLASS,2008,102.08,13.19,0,0,10.87,0,0,0,6.03,6.84,65.15,0,0
2.62,366984,SCIGLASS,2005,102.08,13.96,7,0,7.68,0,0,0,6.5,0,56.69,10.25,0
2.52,366974,SCIGLASS,2005,102.08,17.25,8,0,7.76,0,0,0,7,0,57.29,4.78,0
2.75,458659,SCIGLASS,2005,102.08,7.69,0,6.94,8.46,0,1.5,5,0,7.01,58.04,0,7.44
2.41,51794,SCIGLASS,1955,102.08,0,0,0,0,0,3.04,0,12.43,9.81,76.8,0,0
2.74,474127,SCIGLASS,2011,102.08,9.01,0,9.03,0,0,4,0,9,10.95,53.99,6.1,0
2.38,427463,SCIGLASS,2009,102.07,4,0,0,0,0,5.08,0,15.29,4,73.7,0,0
2.49,23528,SCIGLASS,1942,102.07,0,0,0,7.02,1,0,0,7.21,13.95,72.89,0,0
2.35,407033,SCIGLASS,2002,102.07,19.73,8,0,1.56,0,0,0,7.2,0,65.58,0,0
2.52,190880,SCIGLASS,1997,102.07,17.5,0,0,6.6,0,3.98,0,10.89,3.9,59.2,0,0
2.49,432337,SCIGLASS,2008,102.06,17.16,7.5,0,6.92,0,0,0,7,0,59.48,4,0
2.76,458660,SCIGLASS,2005,102.06,7.71,0,6.95,10.6,0,1.5,5,0,4.68,58.17,0,7.45
2.42,407363,SCIGLASS,2007,102.05,16,10.11,0,4,0,0,0,7.94,0,62,2,0
2.57,193600,SCIGLASS,2001,102.05,12.6,6.44,7.95,4,0,0.63,0,6.48,2.15,59.35,0.9,1.55
2.43,442870,SCIGLASS,2006,102.04,16.5,8.34,0,3,0,0,0,7.2,0,63.8,3.2,0
2.6,429047,SCIGLASS,2007,102.04,18.19,2.89,8.43,4.78,0,0,0,5.16,0,60.38,2.21,0
2.5,190453,SCIGLASS,1998,102.04,16.8,6.99,0,1.7,0,0,0,5.95,0,61.3,9.3,0
2.54,190398,SCIGLASS,1997,102.04,16.95,2.99,0,4.83,0,0,0,5.69,0,62.66,8.92,0
2.48,23527,SCIGLASS,1942,102.04,0,0,0,7.12,0,0,0,7.16,13.94,73.82,0,0
2.58,192165,SCIGLASS,1999,102.04,0,0,0,15,0,3.68,0,14.36,1,68,0,0
2.49,461666,SCIGLASS,2001,102.04,8,3.31,0,8.2,0,0,0,7.53,10,65,0,0
2.54,472267,SCIGLASS,2011,102.03,19.21,0,0,4.39,0,0,0,5.2,0,65.11,8.12,0
2.49,369270,SCIGLASS,2005,102.03,20.88,7.7,0,5.23,0,0,0,6.2,0,57.19,4.83,0
2.49,369280,SCIGLASS,2005,102.03,20.07,7.09,0,5.35,0,0,0,6.3,0,58.52,4.7,0
2.43,193958,SCIGLASS,2001,102.03,16.54,8.37,0,3,0,0,0,7.23,0,63.69,3.2,0
2.49,369268,SCIGLASS,2005,102.03,22.81,6.3,0,7.34,0,0,0,6.3,0,57.71,1.57,0
2.42,195080,SCIGLASS,1999,102.03,0,0,0,1.99,0,1.37,0,9.17,7.39,82.11,0,0
2.49,119663,SCIGLASS,1978,102.03,0.5,0,0,7.71,0.08,0.18,0,6.88,15.03,71.65,0,0
2.54,190176,SCIGLASS,1998,102.02,19.19,0,0,4.39,0,0,0,5.19,0,65.14,8.11,0
2.67,472466,SCIGLASS,2012,102.01,8.07,0,0,12.88,0,0,2.5,2,7.85,60.91,0,7.8
2.48,170463,SCIGLASS,1998,102,16.63,7.97,0,1.7,0,0,0,5.97,0,60.42,9.31,0
2.49,369262,SCIGLASS,2005,102,22.26,7.7,0,6.08,0,0,0,6.1,0,56.28,3.58,0
2.4,407398,SCIGLASS,2007,102,19.3,9.54,0,3.2,0,0,0,7.36,0,62.6,0,0
2.57,366230,SCIGLASS,2003,102,14,8,0,17.49,0,0.32,0.51,8.44,1.25,51.99,0,0
2.63,472240,SCIGLASS,2011,102,18.64,1.3,8.3,4.26,0,0,0,5,0,62.23,2.27,0
2.59,401743,SCIGLASS,2002,101.99,19.21,10,0,17.61,0,0,0,8,0,47.17,0,0
2.48,369279,SCIGLASS,2005,101.98,21.68,6.3,0,7.2,0,0,0,6.3,0,58.92,1.58,0
2.56,474110,SCIGLASS,2011,101.97,7.99,0,0,0,0,2,0,8,12.63,63.59,4.87,2.89
2.72,447090,SCIGLASS,2000,101.97,12.9,6.08,15.1,3.2,0,0,0,4.09,0,55.5,2.9,2.2
2.44,445073,SCIGLASS,2010,101.97,0,0,0,3.56,0,0,0,6.25,15.76,76.4,0,0
2.58,190831,SCIGLASS,1998,101.96,20.02,6.79,0,3.93,0,0,0,4.85,0,53.93,7.26,5.18
2.43,359601,SCIGLASS,2004,101.96,3.39,0,0,0,0,0,0,6,17.54,75.03,0,0
2.48,367224,SCIGLASS,2005,101.96,2,0,0,8,0,0.62,0,7.34,12,72,0,0
2.48,416014,SCIGLASS,2007,101.96,2,0,0,8,0,0.62,0,7.34,12,72,0,0
2.53,461678,SCIGLASS,2001,101.96,8.4,9.98,0,9.2,0,0,0,9.98,10.2,54.2,0,0
2.58,366966,SCIGLASS,2005,101.96,14.22,8,0,10.43,0,0,0,7,0,55.89,6.42,0
2.51,51807,SCIGLASS,1955,101.95,0,0,0,5.97,0,0,0,6.25,13.2,76.53,0,0
2.48,415831,SCIGLASS,2007,101.95,2.06,0,0,8.04,0,0.6,0,7.3,12.03,71.92,0,0
2.53,193599,SCIGLASS,2001,101.95,12.35,6.67,7.4,3.4,0,0.7,0,6.58,1.65,61.6,0.5,1.1
2.54,366970,SCIGLASS,2005,101.94,14.26,8,0,9.15,0,0,0,7,0,57.9,5.63,0
2.36,447514,SCIGLASS,2001,101.94,16.06,10,0,3.53,0,0,0,8,0,64.35,0,0
2.47,401769,SCIGLASS,2002,101.94,8.34,5,0,4.58,0,2,4,5,9.12,63.9,0,0
2.39,407352,SCIGLASS,2007,101.94,16.3,14.38,0,3.7,0,0,0,8.86,0,58.7,0,0
2.66,190187,SCIGLASS,1998,101.93,18.7,0,0,3.94,0,0,0,4.79,0,60.82,13.68,0
2.65,472246,SCIGLASS,2011,101.92,8,0,0,7.7,0,0,0,5.22,5,65,11,0
2.53,190405,SCIGLASS,1997,101.92,18.43,3,0,4.47,0,0,0,5.3,0,62.45,8.27,0
2.48,369260,SCIGLASS,2005,101.92,22.64,8.7,0,6.52,0,0,0,6.1,0,55.46,2.5,0
2.48,516,SCIGLASS,1934,101.92,0,0,0,10,0,0,3.92,0,13,75,0,0
2.55,23520,SCIGLASS,1942,101.92,0,0,0,5.91,4.91,0,0,6.36,15.94,68.8,0,0
2.39,407396,SCIGLASS,2007,101.92,17.31,12.24,0,3.3,0,0,0,8.11,0,60.96,0,0
2.5,447516,SCIGLASS,2001,101.91,1.72,0,0,7.57,0,0,0,6,14.64,71.98,0,0
2.51,449147,SCIGLASS,2011,101.91,19.7,5.13,0,5.77,0,0,0,6.24,11.93,53.14,0,0
2.74,472254,SCIGLASS,2011,101.9,4.7,0,0,6.4,0,0,0,5,5,63.8,13.2,3.8
2.5,366978,SCIGLASS,2005,101.9,14.29,8,0,7.86,0,0,0,7,0,59.91,4.84,0
2.48,23531,SCIGLASS,1942,101.9,0,0,0,6.61,1,0,0,6.63,13.94,73.72,0,0
2.52,376511,SCIGLASS,1986,101.9,0,0,0,3.79,0,0,0,6,23.05,69.06,0,0
2.39,359610,SCIGLASS,2004,101.9,0,0,0,0,0,0,0,6,14.66,81.24,0,0
2.58,432279,SCIGLASS,2009,101.89,1.3,0,0.1,2.7,0,6.75,0,16.24,4.6,64.4,2.4,3.4
2.5,381528,SCIGLASS,2002,101.89,1.72,0,0,8.52,0,0,0,6,12.56,73.09,0,0
2.38,389464,SCIGLASS,2007,101.89,1.62,18.37,0,0,0.26,0,10.18,0,10.86,60.6,0,0
3.42,445523,SCIGLASS,2009,101.89,0,16,0,0,0,0,0,0,0,33.45,52.44,0
2.53,446201,SCIGLASS,2001,101.89,7.3,0,0,0.9,0,6.01,0,13.58,5.7,63,3.3,2.1
2.48,369261,SCIGLASS,2005,101.89,21.63,8.4,0,6.63,0,0,0,6.1,0,56.46,2.67,0
2.46,401773,SCIGLASS,2002,101.89,8.34,5,0,4.58,0,4,6,5,5.07,63.9,0,0
2.42,401809,SCIGLASS,2002,101.89,12.19,7.5,0,0,0,5,10,0,4.94,62.26,0,0
2.65,405933,SCIGLASS,1997,101.88,18.52,6,8.56,1.56,0,0,0,4,0,54.56,8.68,0
2.52,190401,SCIGLASS,1997,101.88,17,3,0,4.5,0,0,0,5.3,0,63.76,8.32,0
2.4,407410,SCIGLASS,2007,101.88,17,10.18,0,4,0,0,0,7.2,0,61.5,2,0
2.74,472248,SCIGLASS,2011,101.87,7.81,0,0,6.31,0,0,0,4.91,4.8,61.32,13.02,3.7
2.69,428547,SCIGLASS,2009,101.87,2,5.12,11.9,7.9,0,0,0,5.95,0,66.7,2.3,0
2.35,150268,SCIGLASS,1925,101.87,0,0,0,0,0,0,0,5.87,18,78,0,0
2.25,78622,SCIGLASS,1998,101.87,1.45,0,0,7.02,0,0,0,5.95,15.05,72.4,0,0
2.53,67230,SCIGLASS,2006,101.87,34.42,12.5,5.17,0,0,0,0,2.5,20.92,26.36,0,0
2.67,472441,SCIGLASS,2012,101.86,9.6,0,0,11.88,0,0,1.5,3,7.78,60.37,0,7.73
2.49,23526,SCIGLASS,1942,101.86,0,0,0,5.91,4.81,0,0,6.19,11.13,73.82,0,0
2.53,134906,SCIGLASS,1997,101.85,7.29,0,0,0.89,0,6,0,13.57,5.69,63.03,3.29,2.09
2.53,462003,SCIGLASS,1998,101.85,7.29,0,0,0.89,0,6,0,13.57,5.69,63.03,3.29,2.09
2.46,3575,SCIGLASS,1934,101.85,0.41,0,0,0.29,0.04,0,0,5.77,23.69,71.65,0,0
2.46,369282,SCIGLASS,2005,101.85,19.34,7.5,0,7,0,0,0,6.4,0,59.86,1.75,0
2.48,474120,SCIGLASS,2011,101.85,12.86,0,0.24,0.08,0,4,0,10.5,12.21,60.83,0.16,0.97
2.52,192168,SCIGLASS,1999,101.85,0.2,0,0,9.6,0,3.78,0,13.47,2,72.8,0,0
2.55,166645,SCIGLASS,1997,101.84,27.97,10.98,6.29,2.29,0,0,0,3.07,0,46.95,4.29,0
2.51,190404,SCIGLASS,1997,101.84,19.84,3,0,4.19,0,0,0,5,0,62.06,7.75,0
2.61,190184,SCIGLASS,1998,101.84,19.26,0,0,7.62,0,0,0,4.79,0,62.66,7.51,0
2.62,405932,SCIGLASS,1997,101.84,17.21,7,9.7,1.57,0,0,0,4,0,55.8,6.56,0
2.51,458369,SCIGLASS,2011,101.84,19.9,0,0,0,0,5,5,3,9.3,55.94,0,3.7
2.49,23525,SCIGLASS,1942,101.84,0,0,0,5.91,3,0,0,6.27,13.02,73.64,0,0
2.5,398604,SCIGLASS,2004,101.84,0.51,0,0,9.71,0,0,0,5.9,13.47,72.25,0,0
2.5,380707,SCIGLASS,2004,101.84,0.69,0,0,9.69,0,0,0,5.89,13.45,72.12,0,0
2.46,369285,SCIGLASS,2005,101.83,19.48,7.4,0,6.91,0,0,0,6.3,0,59.99,1.75,0
2.47,195079,SCIGLASS,1999,101.83,5.1,0,0,8.4,0,1.97,0,9.06,3.1,74.2,0,0
2.47,23517,SCIGLASS,1942,101.83,0,0,0,6.12,0,0,0,6.16,15.86,73.69,0,0
2.44,401777,SCIGLASS,2002,101.83,8.34,5,0,4.58,0,6,8,5,1.01,63.9,0,0
2.4,407346,SCIGLASS,2007,101.83,18.7,9.9,0,3.2,0,0,0,7.03,0,63,0,0
2.57,195140,SCIGLASS,1999,101.83,0,6.41,0,14.5,0,2.03,0,14.39,3.2,61.3,0,0
2.52,190399,SCIGLASS,1997,101.82,16.97,4,0,4.49,0,0,0,5.3,0,62.75,8.31,0
2.49,193962,SCIGLASS,2001,101.82,16.14,7.6,0,7.02,0,0,0,6.57,0,60.98,3.51,0
2.53,172718,SCIGLASS,1998,101.82,16.38,7.97,0,0,0,0,0,4.75,0,58.64,14.08,0
2.52,401787,SCIGLASS,2002,101.82,13.44,0,0,0,0,5,7.5,0,9.97,60.25,0,5.66
2.3,407018,SCIGLASS,2002,101.82,17.47,9,0,0,0,0,0,7,0,68.35,0,0
2.45,401807,SCIGLASS,2002,101.82,8.28,5,0,0,0,5,10,0,10.07,63.47,0,0
2.51,366124,SCIGLASS,2001,101.81,21.46,7.5,5.21,2.5,0,0,0,4.77,0,58.37,2,0
2.5,52809,SCIGLASS,1975,101.81,2.22,0,0,6.88,0,0,0,5.69,14.9,72.12,0,0
2.52,23519,SCIGLASS,1942,101.81,0,0,0,5.92,2.91,0,0,6.14,15.86,70.98,0,0
2.43,458690,SCIGLASS,2011,101.81,16,0,0,4.6,0,0,0,5.01,7.2,69,0,0
2.51,400296,SCIGLASS,2005,101.81,8.4,1.84,0,6.4,0,0,0,6.07,15.1,64,0,0
2.39,407380,SCIGLASS,2007,101.81,14.6,13.72,0,3.9,0,0,0,8.79,0,60.8,0,0
2.44,421308,SCIGLASS,2007,101.81,25.62,0,0,0,0,0,3.33,0,12.46,60.4,0,0
2.61,366231,SCIGLASS,2003,101.81,14,8.03,0,17.49,0,0.33,0.52,7.7,1.74,52,0,0
2.68,191545,SCIGLASS,1999,101.8,5.9,0,2,0.99,0,7.49,0,12.92,2.1,58.2,10.7,1.5
2.5,365745,SCIGLASS,2003,101.8,14.08,0,0,6.09,0,0,0,5.13,14.08,62.13,0,0.29
2.47,183297,SCIGLASS,1980,101.8,1.8,0,0,6.7,0.1,0.31,0,6.19,14.8,71.9,0,0
2.6,429035,SCIGLASS,2007,101.8,17.91,3.68,9.34,4.73,0,0,0,4.46,0,59.52,2.16,0
2.58,191265,SCIGLASS,1999,101.8,9.7,0,4.5,7.7,0,1.08,2.14,3.18,8.2,62.8,0,2.5
2.42,407354,SCIGLASS,2007,101.8,17.31,10.24,2.7,2.6,0,0,0,6.49,0,62.46,0,0
2.59,432276,SCIGLASS,2009,101.8,0.9,0,0.1,1.9,0,7.15,0,15.95,3.1,65.1,3.1,4.5
2.46,369263,SCIGLASS,2005,101.79,20.68,9.1,0,6.75,0,0,0,6.2,0,57.01,2.05,0
2.53,190889,SCIGLASS,1997,101.79,17.18,0,0,7.69,0,4.32,0,10.57,4.19,57.84,0,0
2.51,190834,SCIGLASS,1998,101.79,21.11,7,0,4.14,0,0,0,5,0,56.88,7.66,0
2.6,365753,SCIGLASS,2003,101.79,10.5,0,0,6,0,0,0,4.99,12.9,63.3,4.1,0
2.6,367110,SCIGLASS,2005,101.79,10.5,0,0,6,0,0,0,4.99,12.9,63.3,4.1,0
2.46,450553,SCIGLASS,2011,101.79,0,18.5,0,0,0,0,10.5,0,11.05,61.74,0,0
2.47,366975,SCIGLASS,2005,101.79,17.63,8,0,10.58,0,0,0,7,0,58.58,0,0
2.47,193968,SCIGLASS,2001,101.78,16.04,9.3,0,6.01,0,0,0,6.74,0,60.18,3.51,0
2.48,447084,SCIGLASS,2000,101.78,17,4.67,3,3.5,0,0,0,5.11,0,64,4.5,0
2.47,193969,SCIGLASS,2001,101.78,14.54,7.55,0,6.72,0,0,0,6.68,0,62.78,3.51,0
2.5,366963,SCIGLASS,2005,101.78,17.66,8,0,12.36,0,0,0,7,0,56.76,0,0
2.5,365750,SCIGLASS,2003,101.78,10.51,0,0,4.2,0,1.47,0,7.04,9.8,64.66,4.1,0
2.5,473380,SCIGLASS,2012,101.78,10.51,0,0,4.2,0,1.47,0,7.04,9.8,64.66,4.1,0
2.38,427465,SCIGLASS,2009,101.77,4,0,0,0,0,5.73,0,15.34,3,73.7,0,0
2.5,190402,SCIGLASS,1997,101.77,17,3,0,4.25,0,0,0,5,0,64.67,7.85,0
2.46,369269,SCIGLASS,2005,101.77,18.91,9.3,0,6.36,0,0,0,6.3,0,58.2,2.7,0
2.48,195116,SCIGLASS,1999,101.77,27.8,5.78,0,7.9,0,0,0,4.99,8,47.3,0,0
2.5,427466,SCIGLASS,2009,101.76,17,7.43,0.1,4.2,0,0,0,5.43,0,59.9,7.7,0
2.28,427198,SCIGLASS,2004,101.76,18.62,14.44,3.92,1.96,0,0,0,4.98,0,53.92,3.92,0
2.48,472236,SCIGLASS,2011,101.76,12.29,12,0,1.69,0,0,0,6,0,58.85,10.93,0
2.35,407034,SCIGLASS,2002,101.76,19.69,8,0,2.33,0,0,0,6.3,0,65.44,0,0
2.4,407390,SCIGLASS,2007,101.76,16.81,11.67,0,3.9,0,0,0,7.62,0,61.76,0,0
2.5,365755,SCIGLASS,2003,101.75,10.7,0,0,6.1,0,0,0,5.05,13,66.9,0,0
2.5,365754,SCIGLASS,2003,101.75,10.7,0,0,6.1,0,0,0,5.05,14,65.9,0,0
2.48,403969,SCIGLASS,2001,101.75,21.56,7.32,5.01,2.8,0,0,0,4.88,0,60.18,0,0
2.77,458666,SCIGLASS,2005,101.74,7.69,0,6.94,11,0,1,4,0,5.61,58.06,0,7.44
2.49,166847,SCIGLASS,1999,101.74,9.89,0,0,10.8,0,0,0,5.16,6.8,69.09,0,0
2.49,462949,SCIGLASS,2008,101.74,9.89,0,0,10.8,0,0,0,5.16,6.8,69.09,0,0
2.45,369266,SCIGLASS,2005,101.74,18.9,9.6,0,6.35,0,0,0,6.3,0,57.9,2.69,0
2.38,407043,SCIGLASS,2002,101.74,19.7,8,0,3.64,0,0,0,6.3,0,64.1,0,0
2.49,23518,SCIGLASS,1942,101.73,0,0,0,5.92,1,0,0,6.06,15.86,72.89,0,0
