DENSITY,Num,Origin,Year,Somme Ox,Al2O3,B2O3,BaO,CaO,Fe2O3,K2O,Li2O,MgO,Na2O,SiO2,SrO,ZrO2
2.5,365747,SCIGLASS,2003,101.73,10.6,0,0,6,0,0,0,4.93,13.9,65.3,0,1
2.44,445072,SCIGLASS,2010,101.73,0,0,0,4.26,0,0,0,5.5,15.73,76.24,0,0
2.47,442185,SCIGLASS,2010,101.73,0,18.55,0,0,0.27,0,10.26,0,11.05,61.6,0,0
2.63,194654,SCIGLASS,1997,101.72,12.1,0,4,5.9,0,5.69,4.37,4.86,4.2,57.4,1,2.2
2.6,458701,SCIGLASS,2011,101.72,19,0,0,12,0,0,0,4.52,3,59.2,0,4
2.48,23524,SCIGLASS,1942,101.72,0,0,0,6.01,1,0,0,6.05,14.94,73.72,0,0
2.49,119664,SCIGLASS,1978,101.72,2.1,0,0,6.6,0.2,0.37,0,6.05,13.6,72.8,0,0
2.33,112186,SCIGLASS,1990,101.72,0,47.61,0,0,0,0,28.57,0,0,25.54,0,0
2.33,83687,SCIGLASS,1994,101.72,0,47.61,0,0,0,0,28.57,0,0,25.54,0,0
2.63,458700,SCIGLASS,2011,101.71,19,0,0,14,0,0,0,4.51,0,60.2,0,4
2.49,119662,SCIGLASS,1978,101.71,1.09,0,0,7.19,0.06,0.18,0,5.87,14.78,72.54,0,0
2.51,440852,SCIGLASS,2008,101.71,0.6,0,0,9.69,0.01,0.12,0,5.73,13.75,71.81,0,0
2.4,407044,SCIGLASS,2002,101.71,19.38,8,2.33,3.24,0,0,0,5.7,0,63.06,0,0
2.47,434790,SCIGLASS,2009,101.71,18.4,0,0,4.6,0,4.23,0,9.88,2.7,61.9,0,0
2.77,357911,SCIGLASS,2003,101.71,0,0,26.14,0,0,0,3,0,0,72.57,0,0
2.5,192546,SCIGLASS,2000,101.71,1.79,0,0,8.69,0.09,0.37,0,6.17,13.28,71.32,0,0
2.5,472230,SCIGLASS,2011,101.7,17.34,7.6,0,3.96,0,0,0,5.3,0,59.86,7.64,0
2.43,474124,SCIGLASS,2011,101.7,6.61,0,0,0,0,2,0,8,11.04,72.06,0,1.99
2.47,372984,SCIGLASS,2005,101.7,0,18.56,0,0,0,0,10.29,0,11.07,61.78,0,0
2.32,372981,SCIGLASS,2005,101.7,0,18.57,0,0,0,0,10.29,0,11.07,61.77,0,0
2.4,372982,SCIGLASS,2005,101.7,0,18.57,0,0,0,0,10.29,0,11.07,61.77,0,0
2.52,372983,SCIGLASS,2005,101.7,0,18.57,0,0,0,0,10.29,0,11.07,61.77,0,0
2.55,428548,SCIGLASS,2009,101.7,2.19,12.03,11.18,2.09,0,0,0,6.49,0,65.53,2.19,0
2.42,363444,SCIGLASS,2004,101.69,15.09,6.2,0,4.45,0,0,0,6,0,66.56,3.39,0
2.54,195043,SCIGLASS,1999,101.69,11.2,0,0,11.5,0,4.71,0,12.08,0.3,61.9,0,0
2.65,372986,SCIGLASS,2005,101.69,0,18.56,0,0,0,0,10.29,0,11.07,61.77,0,0
2.62,372985,SCIGLASS,2005,101.69,0,18.57,0,0,0,0,10.28,0,11.07,61.77,0,0
2.46,356802,SCIGLASS,2003,101.69,0,18.56,0,0,0,0,10.29,0,11.08,61.76,0,0
2.67,426598,SCIGLASS,2008,101.69,0,19.93,1,21,0,1.22,13.54,0,2,43,0,0
2.77,447096,SCIGLASS,2000,101.68,11.5,5.64,15,3.5,0,0,0,3.54,0,56.5,6,0
2.45,407385,SCIGLASS,2007,101.68,19.21,10.78,0.1,4.2,0,0,0,6.04,0,58.35,3,0
2.45,369278,SCIGLASS,2005,101.68,18.47,9,0,6.37,0,0,0,6.1,0,59.04,2.7,0
2.6,365760,SCIGLASS,2003,101.68,10.6,0,0.99,5.8,0,0,0,4.79,13.9,65.3,0,0.3
2.5,190400,SCIGLASS,1997,101.67,16.95,5,0,4.23,0,0,0,5,0,62.66,7.83,0
2.4,407045,SCIGLASS,2002,101.67,19.46,8,1.17,3.25,0,0,0,5.7,0,63.3,0.79,0
2.5,365759,SCIGLASS,2003,101.67,9.89,0,0,6.09,0,0,0,4.89,13.98,66.53,0,0.29
2.48,403968,SCIGLASS,2001,101.67,21.56,7.26,4.01,3.81,0,0,0,4.85,0,60.18,0,0
2.43,170457,SCIGLASS,1998,101.66,17.3,8.01,0,5.2,0,0,0,5.95,0,62,3.2,0
2.57,166610,SCIGLASS,1997,101.66,22.72,10.96,7.5,2.3,0,0,0,3.03,0,50.15,5,0
2.49,444311,SCIGLASS,1998,101.66,1.49,0,0,7.99,0.09,0.31,0,5.88,13.48,72.42,0,0
2.46,461681,SCIGLASS,2001,101.66,23.2,5.01,0,4.3,0,0,0,5.06,9.39,54.7,0,0
2.79,472244,SCIGLASS,2011,101.65,7.6,0,0,5.2,0,0,0,4.15,4.8,60.2,16,3.7
2.59,429018,SCIGLASS,2007,101.65,17.79,3.82,9.54,4.7,0,0,0,4.15,0,60.09,1.56,0
2.52,171076,SCIGLASS,2000,101.65,1.86,0,0,6.56,0,0,0,5.79,16.66,70.78,0,0
2.77,366986,SCIGLASS,2005,101.65,10.7,6,15.02,3.14,0,0,0,3.5,0,56.77,6.52,0
2.66,472452,SCIGLASS,2012,101.64,3.28,0,0,11.72,0,0,0.5,4,9.47,64.75,0,7.92
2.5,190886,SCIGLASS,1997,101.64,18.2,0,0,6.8,0,2.1,0,7.14,6.1,61.3,0,0
2.43,407356,SCIGLASS,2007,101.64,16.16,10.32,2.02,4.04,0,0,0,6.48,0,62.62,0,0
2.47,190403,SCIGLASS,1997,101.63,17,2.99,0,3.99,0,0,0,4.69,0,65.58,7.38,0
2.57,367107,SCIGLASS,2005,101.63,10.38,0,0,6.39,0,0,0,4.56,13.68,61.73,0,4.89
2.38,151925,SCIGLASS,1999,101.63,3.38,0,0,0,0,0,0,5,15.43,77.82,0,0
2.39,359600,SCIGLASS,2004,101.63,3.38,0,0,0,0,0,0,5,15.43,77.82,0,0
2.49,87658,SCIGLASS,1978,101.63,0.8,0,0,8.7,0,0,0,5.13,14,73,0,0
2.5,193045,SCIGLASS,2001,101.63,1.88,0,0,8.11,0,0.2,0,5.5,13.14,72.8,0,0
2.5,458366,SCIGLASS,2011,101.63,1.88,0,0,8.11,0,0.2,0,5.5,13.14,72.8,0,0
2.49,458728,SCIGLASS,2011,101.63,1.88,0,0,8.11,0,0.2,0,5.5,13.14,72.8,0,0
2.5,474108,SCIGLASS,2011,101.63,1.88,0,0,8.11,0,0.2,0,5.5,13.14,72.8,0,0
2.46,445501,SCIGLASS,2011,101.63,0.99,0,0,8.4,0,0.31,0,5.73,13.6,72.6,0,0
2.5,198380,SCIGLASS,1984,101.63,1.3,0,0,8.25,0,0,0,5.18,14.4,72.5,0,0
2.43,407362,SCIGLASS,2007,101.62,17,10.21,0,4.5,0,0,0,6.41,0,61.5,2,0
2.51,195178,SCIGLASS,1999,101.62,14,2.71,0,8,0,0.66,0,6.25,6,63,0,1
2.38,166706,SCIGLASS,1996,101.62,3.4,0,0,0,0,0,0,4.94,15.33,77.95,0,0
2.49,474099,SCIGLASS,2012,101.62,1.79,0,0,8.59,0,0.31,0,5.73,13.08,72.12,0,0
2.45,366979,SCIGLASS,2005,101.62,14.62,8,0,10.72,0,0,0,7,0,61.28,0,0
2.35,427457,SCIGLASS,2009,101.61,1,0,0,0,0,5.65,0,15.56,0,79.4,0,0
3.29,445527,SCIGLASS,2009,101.61,0,17,0,0,0,0,0,0,0,37.48,47.13,0
2.76,428269,SCIGLASS,2009,101.61,7.4,0,0.99,4.3,0,3.18,0,7.44,4.9,57.5,13.1,2.8
2.5,366985,SCIGLASS,2005,101.61,17.58,8,0,3.78,0,0,0,5,0,59.48,7.77,0
2.45,369276,SCIGLASS,2005,101.61,18.21,9.3,0,6.73,0,0,0,6.1,0,59.04,2.23,0
2.39,407046,SCIGLASS,2002,101.61,19.53,8,0,3.26,0,0,0,5.7,0,63.54,1.58,0
2.34,166738,SCIGLASS,1996,101.61,3.4,0,0,0,0,0,0,4.93,10.12,83.16,0,0
2.49,191553,SCIGLASS,1999,101.61,1.5,0,0,7.91,0,0.5,0,6.04,13.22,72.44,0,0
2.4,447508,SCIGLASS,2001,101.61,19.7,6.99,0,5.02,0,0,0,5.79,0,64.11,0,0
2.63,474122,SCIGLASS,2011,101.61,13.58,0,9.08,0,0,3,0,7,14.68,54.27,0,0
2.51,366119,SCIGLASS,2001,101.61,20.56,7.3,7.02,2.5,0,0,0,4.26,0,59.87,0.1,0
2.47,458724,SCIGLASS,2011,101.61,6.45,0,0.04,0.27,0,5.69,0,13.49,8.74,65.49,0.05,1.39
2.49,23532,SCIGLASS,1942,101.61,0,0,0,5.41,3,0,0,5.54,13.92,73.74,0,0
2.6,367225,SCIGLASS,2005,101.6,9.5,0,0.1,1.4,0,7.18,0,12.22,0.3,60,10.2,0.7
2.79,472255,SCIGLASS,2011,101.6,4.6,0,0,5.3,0,0,0,4.1,4.9,62.8,16.2,3.7
2.5,166843,SCIGLASS,1999,101.6,13.1,0,0,10.8,0,0.99,0,6.01,6,64.7,0,0
2.49,366971,SCIGLASS,2005,101.6,14.64,8,0,12.52,0,0,0,7,0,59.44,0,0
2.52,442214,SCIGLASS,2010,101.6,0,17.65,0,4.59,0.27,0,9.79,0,10.55,58.75,0,0
2.35,366092,SCIGLASS,2002,101.6,20.03,12.18,0,4.99,0,0,0,6.49,0,57.91,0,0
3.36,369472,SCIGLASS,1973,101.6,4,12.12,40,5,0,4.48,0,0,1,35,0,0
2.65,474132,SCIGLASS,2011,101.59,15.08,0,4.53,0.82,0,1,0,5,16.04,53.33,3.06,2.73
2.48,446489,SCIGLASS,2006,101.59,2.8,0,0,0.2,0,7.25,0,16.34,2.5,69.2,1.5,1.8
2.51,6378,SCIGLASS,1968,101.59,0,0,2.5,5.5,0,0.63,0,5.96,17,70,0,0
2.83,190835,SCIGLASS,1998,101.58,10.78,5.82,14.18,2.96,0,0,0,2.91,0,53.21,6.84,4.88
2.52,366967,SCIGLASS,2005,101.58,14.66,8,0,14.33,0,0,0,7,0,57.59,0,0
2.51,366118,SCIGLASS,2001,101.58,20.56,7.39,6.01,2.5,0,0,0,4.25,0,59.77,1.1,0
2.53,366132,SCIGLASS,2001,101.58,18.55,6.27,5.51,6.01,0,0,0,4.66,0,60.08,0.5,0
2.4,166707,SCIGLASS,1996,101.58,2.03,0,0,0,0,0.64,0,6.03,14.53,78.35,0,0
2.52,407173,SCIGLASS,2006,101.57,0.8,0,0,1.3,0,9.37,0,21,2.6,63.8,1.8,0.9
2.44,445071,SCIGLASS,2010,101.57,0,0,0,4.73,0,0,0,5,15.7,76.14,0,0
2.47,403972,SCIGLASS,2001,101.57,21.56,7.21,3.1,4.81,0,0,0,4.81,0,60.08,0,0
2.68,472455,SCIGLASS,2012,101.56,8.06,0,0,15.07,0,0,3,0,6.85,60.79,0,7.79
2.52,191269,SCIGLASS,1999,101.56,12,0,0,8,0,1.33,0,6.23,7,65,0,2
2.52,415118,SCIGLASS,1999,101.56,12,0,0,8,0,1.33,0,6.23,7,65,0,2
2.49,461682,SCIGLASS,2001,101.56,16.1,2.54,0,8.9,0,0,0,5.02,7.4,61.6,0,0
2.5,365756,SCIGLASS,2003,101.56,10.7,0,0,6.5,0,0,0,4.46,14,65.6,0,0.3
2.5,473378,SCIGLASS,2012,101.56,10.7,0,0,6.5,0,0,0,4.46,14,65.6,0,0.3
2.5,365757,SCIGLASS,2003,101.55,10.58,0,0,5.59,0,0,0,4.49,13.88,65.03,1.69,0.29
2.5,473379,SCIGLASS,2012,101.55,10.58,0,0,5.59,0,0,0,4.49,13.88,65.03,1.69,0.29
2.74,428270,SCIGLASS,2009,101.55,7.5,0,1,5.1,0,3.16,0,7.39,4.9,58,11.6,2.9
2.47,369286,SCIGLASS,2005,101.55,19.52,7.5,0,6.3,0,0,0,5.2,0,59.26,3.77,0
2.53,126721,SCIGLASS,1955,101.55,4,0,0,7,0,0,0,4.55,14.5,68,0,3.5
2.53,367106,SCIGLASS,2005,101.55,10.28,0,0,6.49,0,0,0,4.48,14.38,63.93,0,1.99
2.51,195032,SCIGLASS,1999,101.55,14.5,0,0,8,0,4.34,0,10.31,2.9,61.5,0,0
2.59,429026,SCIGLASS,2007,101.55,17.7,3.9,9.57,4.64,0,0,0,3.9,0,60.52,1.32,0
2.69,472439,SCIGLASS,2012,101.55,14.09,0,0,12.92,0,0,1.5,2,8.09,55.38,0,7.57
2.47,23521,SCIGLASS,1942,101.55,0,0,0,5.31,1,0,0,5.48,15.94,73.82,0,0
2.4,407357,SCIGLASS,2007,101.55,15.28,11.02,0,4.79,0,0,0,7.23,0,63.23,0,0
2.77,458664,SCIGLASS,2005,101.54,7.68,0,6.93,11.4,0,1.5,4,0,4.67,57.94,0,7.42
2.48,366128,SCIGLASS,2001,101.54,16.54,9.26,7.02,1.3,0,0,0,4.54,0,62.18,0.7,0
2.66,193155,SCIGLASS,2001,101.54,10,0.89,3.9,18.1,0,0,0,4.65,0,64,0,0
2.52,442215,SCIGLASS,2010,101.54,0,17.2,0,6.91,0.27,0,9.55,0,10.26,57.35,0,0
2.76,447094,SCIGLASS,2000,101.54,11,16.54,25,0,0,0,0,0,0,49,0,0
2.5,197786,SCIGLASS,2002,101.53,2,0,0,8,0,0.63,0,5.9,13,72,0,0
2.39,6361,SCIGLASS,1968,101.52,6.04,6.05,1.51,0,0,0,0,6.76,6.04,75.12,0,0
2.57,166620,SCIGLASS,1997,101.52,17.48,10.46,7.69,2.79,0,0,0,3.47,0,54.44,5.19,0
2.71,472447,SCIGLASS,2012,101.52,7.92,0,0,11.32,0,0,1.5,2,8.18,59.74,3.21,7.65
2.62,367105,SCIGLASS,2005,101.52,12.08,0,0,3.69,0,1.21,0,5.85,12.88,61.43,2.39,1.99
2.62,473377,SCIGLASS,2012,101.52,12.08,0,0,3.69,0,1.21,0,5.85,12.88,61.43,2.39,1.99
2.49,366121,SCIGLASS,2001,101.52,21.26,8.24,5.51,3.51,0,0,0,4.23,0,58.67,0.1,0
2.66,472442,SCIGLASS,2012,101.52,9.57,0,0,11.85,0,0,1.5,2,7.76,61.13,0,7.71
2.66,472450,SCIGLASS,2012,101.52,9.55,0,0,11.39,0,1,1,4,7.74,59.14,0,7.7
2.46,151537,SCIGLASS,1971,101.52,0,10,0,0,0,0,0,10.26,15.48,65.78,0,0
2.48,166848,SCIGLASS,1999,101.51,10,0,0,9.1,0,0.97,0,5.94,6.1,69.4,0,0
2.46,191121,SCIGLASS,1972,101.51,19.5,0,0,3,0,0,0,4.01,16.5,58.5,0,0
2.81,472256,SCIGLASS,2011,101.5,4.6,0,0,4.7,0,0,0,3.8,4.8,62.2,17.7,3.7
2.8,114115,SCIGLASS,2006,101.5,10.03,16.56,25.07,0,0,0,0,0,0.3,49.14,0.4,0
2.52,415304,SCIGLASS,2007,101.49,16.5,6.6,0,6,0,0,0,4.89,0,61,6.5,0
2.53,366229,SCIGLASS,2003,101.49,13.99,8.05,0,17.5,0,0,0,6.95,0,55,0,0
2.77,190838,SCIGLASS,1998,101.49,11.33,6,14.91,3.11,0,0,0,3,0,55.94,7.2,0
2.43,407388,SCIGLASS,2007,101.49,21.4,10.64,0.7,4.7,0,0,0,5.25,0,58,0.8,0
2.49,462961,SCIGLASS,2008,101.49,1.7,0,0,7.8,0,0.44,0,5.45,13,73.1,0,0
2.33,470347,SCIGLASS,2011,101.49,19.24,9.1,0,0,0,1.3,5,0,6.27,60.58,0,0
2.59,166608,SCIGLASS,1997,101.48,17.3,10.99,8.6,2.4,0,0,0,2.99,0,53.4,5.8,0
2.4,407047,SCIGLASS,2002,101.48,19.36,8,0,2.89,0,0,0,5.1,0,62.99,3.14,0
2.56,474123,SCIGLASS,2011,101.48,12.42,0,0,0,0,1,0,5,17.46,58.1,0,7.5
2.44,363456,SCIGLASS,2004,101.48,12.81,6.3,0,3.52,0,0,0,5.7,0,69.74,3.41,0
2.5,366120,SCIGLASS,2001,101.48,20.56,7.32,5.51,4.01,0,0,0,4.21,0,59.77,0.1,0
2.52,194455,SCIGLASS,2000,101.48,1.7,0,0,7.8,0,0.44,0,5.46,13.01,73.07,0,0
2.61,405931,SCIGLASS,1997,101.47,16.06,7.1,9.92,0.78,0,0,0,3.1,0,57.81,6.7,0
2.48,166849,SCIGLASS,1999,101.47,10,0,0,11,0,1.04,0,5.93,4,69.5,0,0
2.69,418604,SCIGLASS,2008,101.46,14.63,2.5,0,23.79,0,0,0,5.1,0,55.44,0,0
2.76,432274,SCIGLASS,2009,101.46,10,16.46,25,0,0,0,0,0,0,50,0,0
2.96,441495,SCIGLASS,2009,101.46,0,26.8,23.99,0,0,0,0,0,12.04,38.63,0,0
2.96,427844,SCIGLASS,2009,101.46,0,26.8,24.05,0,0,0,0,0,12.02,38.59,0,0
2.46,166853,SCIGLASS,1999,101.45,9,0,0,9.1,0,1.03,0,5.92,4.5,71.9,0,0
2.57,427389,SCIGLASS,2008,101.45,9.59,0,0,17.19,0.14,0.19,0,5.29,4.79,64.26,0,0
2.5,447509,SCIGLASS,2001,101.45,18.58,7,0,0,0,0,0,3.8,0,60.44,11.63,0
2.81,472245,SCIGLASS,2011,101.44,7.5,0,0,4.6,0,0,0,3.68,4.8,59.75,17.51,3.6
2.71,194391,SCIGLASS,2000,101.44,12,0,7,4,0,5.45,0,8.49,4.5,54,1,5
2.47,166856,SCIGLASS,1999,101.44,7.3,0,0,11.1,0,1.03,0,6.01,3.5,72.5,0,0
2.5,389038,SCIGLASS,2007,101.44,1.88,0,0,8.29,0,0.6,0,5.6,12.7,72.37,0,0
2.36,407016,SCIGLASS,2002,101.44,19.64,8,0,3.11,0,0,0,5.4,0,65.29,0,0
2.41,407402,SCIGLASS,2007,101.44,21.75,11.69,0,4.39,0,0,0,5.53,0,58.08,0,0
2.44,67223,SCIGLASS,2006,101.44,35.53,12.5,0,0,0,0,0,2.5,21.6,29.31,0,0
2.39,471649,SCIGLASS,2012,101.43,22.76,0,0,0,0,7,8,0,1.86,61.81,0,0
2.57,192166,SCIGLASS,1999,101.43,10,0,0,13.7,0,5.01,0,12.02,0,60.7,0,0
2.63,442862,SCIGLASS,2006,101.42,14.31,4.02,8.8,10.21,0,0,0,4.13,0,59.95,0,0
2.5,190435,SCIGLASS,1998,101.42,15.6,7.99,0,6,0,0,0,5.03,0,60.5,6.3,0
2.56,432284,SCIGLASS,2009,101.42,1.7,0,0.1,3.2,0,7.47,0,15.95,3,65.3,1.7,3
2.59,446484,SCIGLASS,2006,101.42,2,0,0,7.5,0,4.54,0,11.38,5,66,0.5,4.5
2.48,458723,SCIGLASS,2011,101.42,5.43,0,0.04,0.27,0,5.69,0,12.79,8.81,65.95,0.05,2.39
2.55,474111,SCIGLASS,2011,101.42,15.4,0,0,0,0,4,0,8,12.17,56.27,0,5.58
2.5,166850,SCIGLASS,1999,101.42,6.7,0,0,11.1,0,1.02,0,6,6.1,70.5,0,0
2.46,67227,SCIGLASS,2006,101.42,35.58,12.5,0,1.95,0,0,0,2.5,21.63,27.26,0,0
2.54,474112,SCIGLASS,2011,101.41,11,0,2.36,0,0,3.5,0,8,11.46,61.6,1.59,1.9
2.73,191541,SCIGLASS,1999,101.41,7.6,0,2.7,0.5,0,7.61,0,10.5,3.3,54.7,10.8,3.7
2.51,461117,SCIGLASS,2002,101.41,2,0,0,9.1,0,0.5,0,5.31,13.5,71,0,0
2.51,461674,SCIGLASS,2001,101.41,2,0,0,9.1,0,0.5,0,5.31,13.5,71,0,0
2.51,407175,SCIGLASS,2006,101.41,2,0,0,9.1,0,0.5,0,5.31,13.6,70.9,0,0
2.51,446485,SCIGLASS,2006,101.41,2,0,0,9.1,0,0.5,0,5.31,13.6,70.9,0,0
2.5,360026,SCIGLASS,1996,101.4,15.56,8,0,5.99,0,0,0,5,0,60.53,6.32,0
2.65,428546,SCIGLASS,2009,101.4,2.3,10.63,12,7.35,0,0,0,5.22,0,61.45,2.45,0
2.39,166728,SCIGLASS,1996,101.4,1,0,0,0,0,2.53,0,8.87,10.5,78.5,0,0
2.47,166855,SCIGLASS,1999,101.4,6.7,0,0,9.2,0,1.09,0,6.01,6.1,72.3,0,0
2.47,462950,SCIGLASS,2008,101.4,6.7,0,0,9.2,0,1.09,0,6.01,6.1,72.3,0,0
2.44,195082,SCIGLASS,1999,101.4,0.99,0,0,0.99,0,5.03,0,13.68,3.19,77.52,0,0
2.51,461685,SCIGLASS,2001,101.4,2,0,0,9.13,0,0.5,0,5.34,13.55,70.88,0,0
2.35,427458,SCIGLASS,2009,101.39,3,0,0,0,0,6.17,0,15.02,0,77.2,0,0
2.56,442216,SCIGLASS,2010,101.39,0,16.32,0,11.44,0.27,0,9.05,0,9.78,54.53,0,0
2.34,166746,SCIGLASS,1996,101.38,3.4,0,0,0.5,0,0,0,4.18,10.1,83.2,0,0
2.51,6038,SCIGLASS,1961,101.37,1,0,2,5.5,0,0.64,0,5.23,16.5,70.5,0,0
2.48,366122,SCIGLASS,2001,101.37,18.55,7.74,5.51,3.61,0,0,0,4.18,0,61.68,0.1,0
2.39,407386,SCIGLASS,2007,101.36,18.9,13.41,1.2,2.5,0,0,0,5.55,0,59.6,0.2,0
2.97,66730,SCIGLASS,1983,101.36,0,18,8.13,0,0,0,0,0,16.44,34.27,0,24.52
2.59,462153,SCIGLASS,2010,101.35,6.4,0,0,3.5,0.08,7.49,0,13.57,3.6,59.81,4,2.9
2.64,193608,SCIGLASS,2001,101.35,16.9,2.95,8.6,5,0,0,0,3.4,4.5,58,0.5,1.5
2.39,195091,SCIGLASS,1999,101.35,11.7,0,0,0,0,0.26,0,4.19,11,74.2,0,0
2.51,192170,SCIGLASS,1999,101.35,0,0,0,6.5,0,5,0,13.88,3.2,72.77,0,0
2.71,194387,SCIGLASS,2000,101.34,14,0,8,4,0,3.68,0.23,6.03,5.4,53.5,3.5,3
2.36,184457,SCIGLASS,1995,101.34,11.88,0,0,0,0,2.63,0,7.53,4.45,74.85,0,0
2.5,6004,SCIGLASS,1957,101.34,0,0,2,5.5,0,0.63,0,5.21,16.1,71.9,0,0
2.47,461683,SCIGLASS,2001,101.34,16.1,5.01,0,8.8,0,0,0,5.03,4.9,61.5,0,0
2.52,474129,SCIGLASS,2011,101.34,9.74,0,0,3.57,0,3,0,8,13.82,61.25,0,1.96
2.51,432271,SCIGLASS,2009,101.33,2.1,0,0,9.3,0,0.56,0,5.17,13.5,70.7,0,0
2.46,458725,SCIGLASS,2011,101.33,4.49,0,0.05,0.27,0,5.7,0,13,8.81,67.56,0.05,1.4
2.56,472234,SCIGLASS,2011,101.32,11.79,8.2,5.68,4.15,0,0,0,4,0,60.59,6.91,0
2.65,193602,SCIGLASS,2001,101.32,15.3,4.87,7.75,5.55,0,0.51,0,3.69,1.6,56.3,2.75,3
2.39,166705,SCIGLASS,1996,101.32,3.4,0,0,0.9,0,0,0,4.04,15.31,77.67,0,0
2.52,195129,SCIGLASS,1999,101.32,7.9,1.83,0,13.5,0,2,0,7.99,3.1,65,0,0
2.41,407381,SCIGLASS,2007,101.32,20.02,9.91,0,5.2,0,0,0,5.33,0,60.86,0,0
2.74,426591,SCIGLASS,2008,101.32,0,18.86,0,32,0,0,11.46,0,0,39,0,0
2.4,198001,SCIGLASS,2003,101.31,16.57,7,0,4.77,0,0,0,5,0,65.57,2.4,0
2.4,407074,SCIGLASS,2002,101.31,16.57,7,0,4.77,0,0,0,5,0,65.57,2.4,0
2.42,31304,SCIGLASS,1981,101.31,12.01,0,0,0,0,0,0,3.7,18.25,67.35,0,0
2.55,121853,SCIGLASS,1996,101.31,21.65,0,0.06,9.48,1.93,1.47,1.14,3.5,8.12,53.96,0,0
2.39,151927,SCIGLASS,1999,101.3,3.37,0,0,0.92,0,0,0,4,15.39,77.62,0,0
2.43,195127,SCIGLASS,1999,101.3,2.1,8.49,0,2.8,0,1.96,0,11.85,6.2,67.9,0,0
2.46,190442,SCIGLASS,1998,101.3,16.9,7.03,0,3.7,0,0,0,4.27,0,62.6,6.8,0
2.46,190438,SCIGLASS,1998,101.3,18.2,9,1.8,2.9,0,0,0,4.01,0,59.7,5.69,0
2.41,407407,SCIGLASS,2007,101.3,17.6,13.38,1,4.7,0,0,0,5.82,0,58.5,0.3,0
2.42,407408,SCIGLASS,2007,101.3,19.3,11.58,2.1,4.4,0,0,0,4.92,0,58.9,0.1,0
2.51,167115,SCIGLASS,1999,101.3,0.6,0,0,9.65,0,0.12,0,5.73,13.7,71.5,0,0
2.64,418605,SCIGLASS,2008,101.3,18.35,4.3,0,22.23,0,0,0,4.8,0,51.62,0,0
2.46,360034,SCIGLASS,1996,101.29,16.95,7,0,3.64,0,0,0,4.3,0,62.67,6.73,0
2.47,6158,SCIGLASS,1990,101.29,1.3,0.85,0,4.4,0,0,0,4.44,17.8,72.5,0,0
2.63,121847,SCIGLASS,1996,101.29,17.05,0,1.87,9.62,1.87,1.36,1.18,3.35,8.16,56.83,0,0
2.46,360029,SCIGLASS,1996,101.29,18.15,9,1.82,2.91,0,0,0,4,0,59.73,5.68,0
2.45,190450,SCIGLASS,1998,101.29,19.8,7.01,0.9,3.9,0,0,0,3.98,0,61.1,4.6,0
2.72,194389,SCIGLASS,2000,101.29,13,0.09,5,4.4,0,4,0,6.8,5.5,54,3.5,5
2.53,432281,SCIGLASS,2009,101.29,1.2,0,0.1,2.1,0,7.25,0,15.44,3.6,67.5,1.6,2.5
2.49,23533,SCIGLASS,1942,101.29,0,0,0,4.2,5,0,0,4.41,14.01,73.67,0,0
2.47,172720,SCIGLASS,1998,101.28,18.7,6.95,0,6.3,0,0,0,4.54,0,61.59,3.2,0
2.45,360044,SCIGLASS,1996,101.28,19.81,7,0.91,3.85,0,0,0,4,0,61.07,4.64,0
2.49,166614,SCIGLASS,1997,101.28,18.91,10.47,6.6,0.4,0,0,0,2.95,0,57.55,4.4,0
2.6,404890,SCIGLASS,2003,101.28,13.08,19.19,5.04,3.6,0,0,0,4.94,0,52.34,3.09,0
2.4,380708,SCIGLASS,2004,101.28,3.41,0,0,0.93,0,0,0,4,13.48,79.46,0,0
2.53,195135,SCIGLASS,1999,101.28,5.1,3.01,0,14.01,0,1.97,0,8.93,3.1,65.16,0,0
2.58,195132,SCIGLASS,1999,101.28,0,2.26,0,15,0,4.45,0,14.47,0,65.1,0,0
2.67,418608,SCIGLASS,2008,101.28,14.91,4.6,0,24.24,0,0,0,5.2,0,52.33,0,0
3.35,369473,SCIGLASS,1973,101.28,6,9.77,40,5,0,4.51,0,0,1,35,0,0
2.34,68752,SCIGLASS,1986,101.28,34.72,25,0,0,0,0,0,0,21.1,20.46,0,0
2.34,68759,SCIGLASS,1986,101.28,34.72,25,0,0,0,0,0,0,21.1,20.46,0,0
2.72,442864,SCIGLASS,2006,101.28,11.7,14.48,24,0,0,0,0,0,0,50.8,0.3,0
2.54,376510,SCIGLASS,1986,101.27,0,0,0,5.65,0,0,0,4,22.92,68.7,0,0
2.7,51803,SCIGLASS,1955,101.27,0,0,21.08,0,0,0,0,3.13,11.36,65.7,0,0
2.6,166609,SCIGLASS,1997,101.26,18.3,10.99,9.5,1.6,0,0,0,1.97,0,52.4,6.5,0
2.46,458726,SCIGLASS,2011,101.26,4.82,0,0.05,0.73,0,5.6,0,12.5,8.79,67.32,0.05,1.4
2.6,462160,SCIGLASS,2010,101.25,6.4,0,0,3.6,0.08,7.54,0,13.02,3.5,59.41,4,3.7
2.52,195183,SCIGLASS,1999,101.25,12,0.91,0,6,0,1.34,0,5.5,8.5,64,2,1
2.59,429022,SCIGLASS,2007,101.25,17.6,3.94,10.42,4.66,0,0,0,3.05,0,60.2,1.38,0
2.71,426594,SCIGLASS,2008,101.25,0,19.75,0,29,0,0,11.5,0,0,41,0,0
